variable_name,i,j,l,s,t,value
x,no_index,1,1,5,no_index,8061.130833333334
x,no_index,1,1,9,no_index,7270.010428182301
x,no_index,1,1,31,no_index,2550.858738484366
x,no_index,2,1,38,no_index,4228.690386217182
x,no_index,3,1,23,no_index,17847.0
x,no_index,4,1,34,no_index,12565.0
x,no_index,6,1,50,no_index,6658.130470996124
x,no_index,8,1,6,no_index,2237.604593324344
x,no_index,8,1,10,no_index,2237.604593324322
x,no_index,17,1,20,no_index,2017.6505973722144
x,no_index,20,1,4,no_index,6380.495684620788
x,no_index,20,1,12,no_index,10272.869166666664
x,no_index,21,1,21,no_index,11192.9895718177
x,no_index,23,1,28,no_index,1630.145594457419
x,no_index,24,1,7,no_index,7270.0104281823005
x,no_index,29,1,33,no_index,2518.651849910955
x,no_index,31,1,17,no_index,1783.415126099267
x,no_index,31,1,29,no_index,4179.977732720483
x,no_index,34,1,43,no_index,6019.198505576456
x,no_index,36,1,16,no_index,12540.0
x,no_index,40,1,22,no_index,20663.0
x,no_index,41,1,13,no_index,16705.0
x,no_index,42,1,26,no_index,2036.0885010545053
x,no_index,44,1,41,no_index,6019.198505576456
x,no_index,45,1,37,no_index,4228.690386217182
x,no_index,46,1,40,no_index,4228.690386217182
x,no_index,47,1,35,no_index,2210.1111082063617
x,no_index,47,1,39,no_index,4228.690386217182
x,no_index,50,1,15,no_index,11685.0
x,no_index,57,1,14,no_index,7083.858738484366
x,no_index,61,1,24,no_index,2045.1165653113255
x,no_index,64,1,19,no_index,16842.0
x,no_index,67,1,1,no_index,8061.130833333334
x,no_index,67,1,11,no_index,6265.869166666666
x,no_index,68,1,45,no_index,4329.869529003875
x,no_index,68,1,49,no_index,6658.130470996125
x,no_index,69,1,27,no_index,14238.0
x,no_index,72,1,36,no_index,4228.690386217182
x,no_index,74,1,8,no_index,7229.179940129884
x,no_index,74,1,32,no_index,2509.6892265367824
x,no_index,75,1,42,no_index,6019.198505576456
x,no_index,5,2,4,no_index,8270.0
x,no_index,9,2,19,no_index,12525.183398978112
x,no_index,15,2,28,no_index,2500.011717155143
x,no_index,15,2,29,no_index,3289.857449511528
x,no_index,16,2,37,no_index,4228.690386217182
x,no_index,17,2,23,no_index,2883.3389744454844
x,no_index,19,2,25,no_index,3337.801494423544
x,no_index,21,2,9,no_index,7270.010428182301
x,no_index,22,2,21,no_index,1872.786757043681
x,no_index,23,2,26,no_index,2305.320593657152
x,no_index,23,2,27,no_index,8025.843425668247
x,no_index,25,2,6,no_index,7270.010428182301
x,no_index,28,2,15,no_index,1665.1111082063635
x,no_index,28,2,42,no_index,1665.111108206349
x,no_index,29,2,35,no_index,1970.208815606144
x,no_index,29,2,38,no_index,4228.690386217182
x,no_index,32,2,45,no_index,6019.198505576456
x,no_index,32,2,46,no_index,6743.801494423554
x,no_index,33,2,5,no_index,8061.130833333334
x,no_index,33,2,10,no_index,7270.010428182301
x,no_index,33,2,11,no_index,4273.068573823376
x,no_index,33,2,13,no_index,1573.7901646609898
x,no_index,37,2,33,no_index,2057.9988949682884
x,no_index,37,2,44,no_index,4536.870634035588
x,no_index,38,2,36,no_index,4228.690386217184
x,no_index,44,2,18,no_index,3119.1111082063617
x,no_index,45,2,41,no_index,6019.198505576456
x,no_index,45,2,48,no_index,6658.130470996124
x,no_index,46,2,50,no_index,7227.111108206362
x,no_index,48,2,32,no_index,2743.0917608422205
x,no_index,48,2,40,no_index,2352.101308459647
x,no_index,51,2,7,no_index,7270.010428182302
x,no_index,59,2,31,no_index,2608.055955962325
x,no_index,60,2,12,no_index,8229.0
x,no_index,62,2,8,no_index,7270.0104281823005
x,no_index,62,2,20,no_index,9175.9895718177
x,no_index,65,2,17,no_index,2198.536455740072
x,no_index,66,2,43,no_index,6019.198505576456
x,no_index,66,2,49,no_index,7274.735310610795
x,no_index,72,2,34,no_index,1396.0127129865505
x,no_index,73,2,39,no_index,4228.690386217182
x,no_index,2,3,49,no_index,2524.1776275522534
x,no_index,2,3,50,no_index,6233.933480654108
x,no_index,6,3,41,no_index,6019.198505576456
x,no_index,8,3,10,no_index,2794.8012415336348
x,no_index,10,3,23,no_index,13653.550949015194
x,no_index,11,3,2,no_index,8061.130833333334
x,no_index,12,3,3,no_index,8061.130833333334
x,no_index,12,3,7,no_index,3390.8691666666664
x,no_index,15,3,4,no_index,8061.130833333329
x,no_index,16,3,16,no_index,8434.309613782818
x,no_index,18,3,29,no_index,13824.0
x,no_index,22,3,42,no_index,2972.522856739137
x,no_index,25,3,18,no_index,1419.5705971542266
x,no_index,25,3,20,no_index,1544.7855107889982
x,no_index,25,3,21,no_index,4641.633463874474
x,no_index,26,3,39,no_index,1350.444040322871
x,no_index,26,3,40,no_index,2878.246345894312
x,no_index,27,3,9,no_index,3766.3824763132898
x,no_index,30,3,32,no_index,4929.67102342742
x,no_index,35,3,45,no_index,2991.869529003876
x,no_index,35,3,46,no_index,6658.130470996124
x,no_index,39,3,17,no_index,12245.41922287242
x,no_index,42,3,44,no_index,3837.221112728313
x,no_index,44,3,36,no_index,4228.690386217182
x,no_index,45,3,24,no_index,2426.980637210237
x,no_index,48,3,26,no_index,2085.8619000012786
x,no_index,48,3,34,no_index,2085.8619000012786
x,no_index,48,3,38,no_index,2085.8619000012786
x,no_index,49,3,8,no_index,7270.0104281823005
x,no_index,51,3,11,no_index,9920.989571817698
x,no_index,52,3,30,no_index,2198.921013578518
x,no_index,52,3,31,no_index,9674.3886002043
x,no_index,53,3,28,no_index,20665.0
x,no_index,56,3,15,no_index,1774.7170605855065
x,no_index,63,3,22,no_index,12184.0
x,no_index,65,3,33,no_index,10245.265038683472
x,no_index,65,3,43,no_index,6019.198505576456
x,no_index,70,3,6,no_index,7270.0104281823005
x,no_index,71,3,12,no_index,20247.0
x,no_index,72,3,25,no_index,7005.296900796267
x,no_index,73,3,47,no_index,6658.130470996124
x,no_index,75,3,37,no_index,4228.690386217182
x,no_index,6,4,33,no_index,2593.980637210237
x,no_index,7,4,44,no_index,4537.869529003876
x,no_index,11,4,9,no_index,5379.869166666666
x,no_index,13,4,5,no_index,8061.130833333334
x,no_index,13,4,6,no_index,1847.8691666666664
x,no_index,17,4,10,no_index,7270.010428182301
x,no_index,23,4,37,no_index,4228.690386217182
x,no_index,24,4,27,no_index,2684.408910724602
x,no_index,24,4,28,no_index,6993.580661093098
x,no_index,30,4,45,no_index,6019.198505576456
x,no_index,30,4,47,no_index,6658.130470996124
x,no_index,31,4,11,no_index,1473.336033731579
x,no_index,31,4,20,no_index,1473.336033731568
x,no_index,31,4,29,no_index,1473.3360337315717
x,no_index,31,4,31,no_index,12605.599039985533
x,no_index,34,4,38,no_index,4228.690386217182
x,no_index,38,4,19,no_index,11278.309613782816
x,no_index,39,4,34,no_index,1951.5807771275795
x,no_index,43,4,36,no_index,4228.690386217182
x,no_index,47,4,42,no_index,6019.198505576456
x,no_index,58,4,40,no_index,4228.690386217182
x,no_index,58,4,41,no_index,2377.6281538777266
x,no_index,59,4,39,no_index,4228.690386217184
x,no_index,61,4,43,no_index,1365.9066712772765
x,no_index,61,4,46,no_index,6658.130470996124
x,no_index,75,4,30,no_index,1800.1111082063617
x,no_index,2,5,42,no_index,6019.198505576456
x,no_index,7,5,50,no_index,6658.130470996124
x,no_index,8,5,19,no_index,6766.9895718177
x,no_index,9,5,29,no_index,3692.126214804706
x,no_index,9,5,40,no_index,4228.690386217182
x,no_index,10,5,12,no_index,1812.521895273374
x,no_index,10,5,20,no_index,1638.9635778557183
x,no_index,10,5,24,no_index,1638.9635778557113
x,no_index,22,5,37,no_index,4228.690386217182
x,no_index,26,5,31,no_index,7049.111108206362
x,no_index,26,5,43,no_index,6019.198505576456
