variable_name,i,j,l,s,t,value
x,no_index,14,1,2,no_index,8548.972047585705
x,no_index,14,1,3,no_index,0.0040190809624636
x,no_index,14,1,13,no_index,2903.023933333333
x,no_index,21,1,15,no_index,9185.170354402846
x,no_index,21,1,19,no_index,2985.829645597154
x,no_index,34,1,1,no_index,0.0005517910107502
x,no_index,56,1,40,no_index,2036.0885010545053
x,no_index,62,1,44,no_index,2485.4812990814044
x,no_index,62,1,45,no_index,8164.286650918595
x,no_index,62,1,46,no_index,6825.2320500000005
x,no_index,68,1,30,no_index,2138.6229803218885
x,no_index,68,1,38,no_index,11593.36224757316
x,no_index,83,1,47,no_index,2045.1165653113455
x,no_index,83,1,49,no_index,4780.115484688655
x,no_index,91,1,1,no_index,8548.975514875658
x,no_index,91,1,2,no_index,0.0005517910094655
x,no_index,1,2,27,no_index,9333.023933333332
x,no_index,8,2,43,no_index,4370.76795
x,no_index,8,2,48,no_index,6825.2320500000005
x,no_index,16,2,39,no_index,5126.76795
x,no_index,16,2,47,no_index,6825.2320500000005
x,no_index,17,2,11,no_index,5302.023933333332
x,no_index,20,2,38,no_index,2429.944997747847
x,no_index,32,2,9,no_index,15798.0
x,no_index,34,2,29,no_index,1786.544235548315
x,no_index,35,2,10,no_index,13655.76095179034
x,no_index,35,2,12,no_index,1541.2390482096605
x,no_index,36,2,20,no_index,19053.0
x,no_index,38,2,37,no_index,11913.0
x,no_index,39,2,14,no_index,1970.20881560614
x,no_index,44,2,5,no_index,8548.976066666668
x,no_index,44,2,6,no_index,12629.023933333332
x,no_index,47,2,45,no_index,2824.7679499999995
x,no_index,47,2,46,no_index,6825.2320500000005
x,no_index,50,2,35,no_index,6427.76795
x,no_index,50,2,49,no_index,5046.718105729673
x,no_index,66,2,16,no_index,2170.97191518846
x,no_index,66,2,19,no_index,9514.028084811544
x,no_index,71,2,13,no_index,12784.023933333332
x,no_index,73,2,3,no_index,8548.976066666668
x,no_index,74,2,8,no_index,8744.0
x,no_index,78,2,44,no_index,8743.0
x,no_index,85,2,30,no_index,1596.6850449788071
x,no_index,85,2,32,no_index,5344.627851954223
x,no_index,86,2,42,no_index,13018.0
x,no_index,94,2,28,no_index,13726.0
x,no_index,13,3,5,no_index,8548.976066666668
x,no_index,13,3,13,no_index,4892.023933333332
x,no_index,20,3,20,no_index,10233.055002252151
x,no_index,24,3,25,no_index,7010.113431317768
x,no_index,24,3,26,no_index,2346.8865686822337
x,no_index,26,3,6,no_index,1782.762336491065
x,no_index,26,3,9,no_index,16680.237663508935
x,no_index,30,3,30,no_index,14876.0
x,no_index,33,3,31,no_index,17297.0
x,no_index,34,3,2,no_index,8548.975514875656
x,no_index,43,3,1,no_index,8548.976066666668
x,no_index,43,3,22,no_index,7760.023933333332
x,no_index,46,3,24,no_index,2376.280632281925
x,no_index,46,3,43,no_index,11482.719367718077
x,no_index,54,3,27,no_index,16705.0
x,no_index,61,3,48,no_index,6825.2320500000005
x,no_index,64,3,32,no_index,15943.0
x,no_index,70,3,28,no_index,10530.0
x,no_index,71,3,3,no_index,8548.976066666668
x,no_index,76,3,29,no_index,17848.0
x,no_index,77,3,49,no_index,6825.2320500000005
x,no_index,83,3,33,no_index,6304.76795
x,no_index,85,3,21,no_index,5242.68710306697
x,no_index,88,3,18,no_index,16842.0
x,no_index,92,3,45,no_index,4162.76795
x,no_index,92,3,46,no_index,6825.2320500000005
x,no_index,96,3,23,no_index,20247.0
x,no_index,98,3,41,no_index,1766.6805236649125
x,no_index,98,3,42,no_index,13551.087426335089
x,no_index,3,4,40,no_index,23395.0
x,no_index,10,4,30,no_index,1788.9531638539345
x,no_index,10,4,31,no_index,979.3336872992586
x,no_index,10,4,37,no_index,17677.713148846808
x,no_index,11,4,13,no_index,16886.074926718495
x,no_index,15,4,3,no_index,8548.976066666668
x,no_index,17,4,1,no_index,8548.976066666668
x,no_index,23,4,49,no_index,6825.2320500000005
x,no_index,31,4,20,no_index,13381.0
x,no_index,34,4,12,no_index,3885.479697785018
x,no_index,39,4,6,no_index,1725.7400256893309
x,no_index,39,4,9,no_index,14313.05115870453
x,no_index,40,4,47,no_index,6825.2320500000005
x,no_index,90,4,48,no_index,6825.2320500000005
x,no_index,95,4,41,no_index,1651.178263237347
x,no_index,95,4,46,no_index,6825.2320500000005
x,no_index,99,4,5,no_index,8548.976066666668
x,no_index,99,4,15,no_index,7848.41342109367
x,no_index,1,5,1,no_index,8548.976066666668
x,no_index,2,5,25,no_index,12180.767949999998
x,no_index,4,5,23,no_index,17847.0
x,no_index,5,5,20,no_index,12565.0
x,no_index,7,5,36,no_index,11141.780006235364
x,no_index,7,5,40,no_index,1532.987943764634
x,no_index,7,5,50,no_index,6825.2320500000005
x,no_index,23,5,37,no_index,7760.767949999999
x,no_index,40,5,44,no_index,10781.76795
x,no_index,42,5,49,no_index,6825.2320500000005
x,no_index,45,5,28,no_index,15656.0
x,no_index,49,5,33,no_index,15785.0
x,no_index,56,5,31,no_index,2048.687933990845
x,no_index,59,5,21,no_index,11831.0
x,no_index,63,5,45,no_index,12458.0
x,no_index,68,5,38,no_index,2370.014772104969
x,no_index,69,5,13,no_index,20665.0
x,no_index,72,5,48,no_index,6825.2320500000005
x,no_index,75,5,4,no_index,8548.976066666668
x,no_index,75,5,10,no_index,5168.064930482471
x,no_index,75,5,11,no_index,8697.959002850861
x,no_index,79,5,34,no_index,18523.0
x,no_index,80,5,39,no_index,16017.76795
x,no_index,80,5,46,no_index,2340.1465824006773
x,no_index,80,5,47,no_index,4485.085467599323
x,no_index,84,5,32,no_index,16446.0
x,no_index,87,5,35,no_index,13876.0
x,no_index,89,5,42,no_index,18463.0
x,no_index,93,5,22,no_index,14238.0
x,no_index,2,6,47,no_index,6825.232050000001
x,no_index,6,6,1,no_index,8270.0
x,no_index,9,6,13,no_index,14037.0
x,no_index,11,6,29,no_index,1857.9250732815071
x,no_index,18,6,27,no_index,13685.0
x,no_index,19,6,16,no_index,16157.0
x,no_index,22,6,18,no_index,11463.601466666689
x,no_index,25,6,2,no_index,8548.976066666668
x,no_index,27,6,22,no_index,9074.0
x,no_index,28,6,23,no_index,16190.0
x,no_index,29,6,6,no_index,16948.0
x,no_index,37,6,8,no_index,11869.0
x,no_index,41,6,17,no_index,6862.154885483993
x,no_index,41,6,32,no_index,2199.212837571229
x,no_index,41,6,33,no_index,13927.632276944782
x,no_index,48,6,14,no_index,12540.0
x,no_index,50,6,49,no_index,1778.5139442703276
x,no_index,51,6,38,no_index,15507.0
x,no_index,55,6,44,no_index,2350.8159058195124
x,no_index,55,6,45,no_index,13634.952044180483
x,no_index,55,6,46,no_index,6825.232050000012
x,no_index,56,6,39,no_index,1947.8019256257385
x,no_index,56,6,40,no_index,4069.421639328911
x,no_index,57,6,20,no_index,15277.0
x,no_index,60,6,15,no_index,13367.0
x,no_index,61,6,24,no_index,1584.207948710884
x,no_index,61,6,25,no_index,10923.560001289114
x,no_index,67,6,7,no_index,17191.0
x,no_index,81,6,5,no_index,8548.976066666668
x,no_index,95,6,36,no_index,1985.2219677180688
x,no_index,95,6,43,no_index,6595.367719044583
x,no_index,97,6,26,no_index,12630.0
x,no_index,98,6,48,no_index,6825.2320500000005
x,no_index,99,6,31,no_index,1402.610512239661
y,no_index,14,1,2,no_index,0.9999995218936
y,no_index,14,1,3,no_index,1.0
y,no_index,14,1,4,no_index,1.0
y,no_index,14,1,5,no_index,1.0
y,no_index,14,1,6,no_index,1.0
y,no_index,14,1,7,no_index,1.0
y,no_index,14,1,8,no_index,1.0
y,no_index,14,1,9,no_index,1.0
y,no_index,14,1,10,no_index,1.0
y,no_index,14,1,11,no_index,1.0
y,no_index,14,1,12,no_index,1.0
y,no_index,14,1,13,no_index,1.0
y,no_index,14,1,14,no_index,1.0
y,no_index,21,1,15,no_index,1.0
y,no_index,21,1,16,no_index,1.0
y,no_index,21,1,17,no_index,1.0
y,no_index,21,1,18,no_index,1.0
y,no_index,21,1,19,no_index,1.0
y,no_index,21,1,20,no_index,1.0
y,no_index,21,1,21,no_index,1.0
y,no_index,21,1,22,no_index,1.0
y,no_index,21,1,23,no_index,1.0
y,no_index,21,1,24,no_index,1.0
y,no_index,21,1,25,no_index,1.0
y,no_index,21,1,26,no_index,1.0
y,no_index,21,1,27,no_index,1.0
y,no_index,21,1,28,no_index,1.0
y,no_index,21,1,29,no_index,1.0
y,no_index,34,1,1,no_index,2.406863412373863e-07
y,no_index,34,1,2,no_index,2.3842565678318426e-07
y,no_index,56,1,40,no_index,1.0
y,no_index,56,1,41,no_index,1.0
y,no_index,56,1,42,no_index,1.0
y,no_index,56,1,43,no_index,1.0
y,no_index,62,1,44,no_index,1.0
y,no_index,62,1,45,no_index,1.0
y,no_index,62,1,46,no_index,1.0
y,no_index,68,1,30,no_index,1.0
y,no_index,68,1,31,no_index,1.0
y,no_index,68,1,32,no_index,1.0
y,no_index,68,1,33,no_index,1.0
y,no_index,68,1,34,no_index,1.0
y,no_index,68,1,35,no_index,1.0
y,no_index,68,1,36,no_index,1.0
y,no_index,68,1,37,no_index,1.0
y,no_index,68,1,38,no_index,1.0
y,no_index,68,1,39,no_index,1.0
y,no_index,83,1,47,no_index,1.0
y,no_index,83,1,48,no_index,1.0
y,no_index,83,1,49,no_index,1.0
y,no_index,83,1,50,no_index,1.0
y,no_index,91,1,1,no_index,0.9999997603417392
y,no_index,91,1,2,no_index,2.3852975313818586e-07
y,no_index,1,2,27,no_index,1.0
y,no_index,8,2,43,no_index,1.0
y,no_index,8,2,48,no_index,1.0
y,no_index,16,2,39,no_index,1.0
y,no_index,16,2,40,no_index,1.0
y,no_index,16,2,41,no_index,1.0
y,no_index,16,2,47,no_index,1.0
y,no_index,17,2,11,no_index,1.0
y,no_index,20,2,38,no_index,1.0
y,no_index,32,2,9,no_index,1.0
y,no_index,34,2,29,no_index,1.0
y,no_index,35,2,10,no_index,1.0
y,no_index,35,2,12,no_index,1.0
y,no_index,36,2,20,no_index,1.0
y,no_index,36,2,21,no_index,1.0
