variable_name,i,j,l,s,t,value
x,no_index,2,1,22,no_index,19006.0
x,no_index,3,1,29,no_index,20980.25551847169
x,no_index,8,1,36,no_index,11196.0
x,no_index,14,1,4,no_index,11452.0
x,no_index,22,1,16,no_index,2117.4118677458555
x,no_index,22,1,17,no_index,11706.588132254154
x,no_index,28,1,28,no_index,16190.0
x,no_index,29,1,34,no_index,16948.0
x,no_index,31,1,30,no_index,13381.0
x,no_index,33,1,42,no_index,2604.9687471402704
x,no_index,38,1,41,no_index,11913.0
x,no_index,41,1,18,no_index,22989.0
x,no_index,42,1,40,no_index,12763.0
x,no_index,48,1,35,no_index,12540.0
x,no_index,51,1,11,no_index,1936.60588756391
x,no_index,51,1,14,no_index,11633.788224872202
x,no_index,51,1,19,no_index,1936.605887563888
x,no_index,52,1,27,no_index,14197.0
x,no_index,55,1,39,no_index,1539.164246076671
x,no_index,55,1,50,no_index,21271.83575392333
x,no_index,62,1,44,no_index,2485.4812990814044
x,no_index,62,1,46,no_index,14989.518700918596
x,no_index,68,1,26,no_index,9505.381478380958
x,no_index,68,1,33,no_index,6596.618521619042
x,no_index,78,1,31,no_index,8743.0
x,no_index,83,1,37,no_index,2045.1165653113255
x,no_index,84,1,8,no_index,2355.3233914824123
x,no_index,86,1,45,no_index,7604.627260596884
x,no_index,88,1,25,no_index,16842.0
x,no_index,91,1,23,no_index,14327.0
x,no_index,97,1,32,no_index,12630.0
x,no_index,99,1,3,no_index,17800.0
x,no_index,4,2,23,no_index,1787.6817538871437
x,no_index,4,2,25,no_index,16059.318246112856
x,no_index,7,2,37,no_index,4656.329460714444
x,no_index,16,2,42,no_index,2361.446512021721
x,no_index,16,2,46,no_index,9590.55348797828
x,no_index,17,2,12,no_index,2500.011717155141
x,no_index,32,2,6,no_index,15798.0
x,no_index,47,2,40,no_index,9650.0
x,no_index,56,2,41,no_index,10102.0
x,no_index,65,2,9,no_index,12195.0
x,no_index,73,2,7,no_index,1817.6053677006005
x,no_index,73,2,10,no_index,7919.3946322994
x,no_index,76,2,35,no_index,1803.0152831919056
x,no_index,76,2,36,no_index,16044.984716809193
x,no_index,79,2,38,no_index,2608.0559559625062
x,no_index,79,2,39,no_index,15914.944044037493
x,no_index,96,2,13,no_index,20247.0
x,no_index,17,3,2,no_index,11350.988282844868
x,no_index,24,3,45,no_index,9357.0
x,no_index,30,3,10,no_index,8199.863527501107
x,no_index,30,3,12,no_index,5256.565875344666
x,no_index,30,3,27,no_index,1419.5705971542266
x,no_index,33,3,30,no_index,14692.03125285974
x,no_index,40,3,41,no_index,2583.360229172389
x,no_index,40,3,44,no_index,15023.639770827622
x,no_index,43,3,6,no_index,11285.635327384549
x,no_index,43,3,9,no_index,2511.68233630768
x,no_index,43,3,13,no_index,2511.682336307771
x,no_index,70,3,33,no_index,10530.0
x,no_index,71,3,1,no_index,19361.293546905832
x,no_index,74,3,8,no_index,8744.0
x,no_index,77,3,46,no_index,2270.4841078855825
x,no_index,81,3,3,no_index,2577.6044873827204
x,no_index,81,3,5,no_index,8796.39551261728
x,no_index,83,3,36,no_index,2603.794884214829
x,no_index,83,3,39,no_index,8481.08855047385
x,no_index,87,3,26,no_index,13876.0
x,no_index,92,3,31,no_index,1859.728821678389
x,no_index,92,3,32,no_index,9128.271178321613
x,no_index,98,3,38,no_index,9714.366299161124
x,no_index,11,4,11,no_index,2445.411864937816
x,no_index,11,4,13,no_index,5318.9855207493165
x,no_index,11,4,16,no_index,8534.190749375051
x,no_index,11,4,23,no_index,2445.411864937816
x,no_index,18,4,31,no_index,1826.636644784396
x,no_index,18,4,33,no_index,11858.363355215612
x,no_index,34,4,5,no_index,8215.994318961906
x,no_index,34,4,6,no_index,6005.005681038094
x,no_index,39,4,15,no_index,17410.04370083771
x,no_index,50,4,36,no_index,1380.4235378354333
x,no_index,50,4,48,no_index,10094.06251789424
x,no_index,75,4,4,no_index,22415.0
x,no_index,94,4,20,no_index,6752.50276125432
x,no_index,94,4,21,no_index,6973.497238745689
x,no_index,1,5,1,no_index,17882.0
x,no_index,10,5,40,no_index,20446.0
x,no_index,23,5,50,no_index,14586.0
x,no_index,35,5,8,no_index,15197.0
x,no_index,45,5,11,no_index,15656.0
x,no_index,54,5,20,no_index,16705.0
x,no_index,58,5,42,no_index,9907.0
x,no_index,63,5,34,no_index,1550.8828188402877
x,no_index,69,5,21,no_index,2551.7508976438658
x,no_index,69,5,26,no_index,18113.24910235613
x,no_index,71,5,19,no_index,1971.7064530941789
x,no_index,72,5,25,no_index,5733.134049449871
x,no_index,72,5,31,no_index,1473.564376448032
x,no_index,72,5,33,no_index,1823.3015741020968
x,no_index,80,5,46,no_index,22843.0
x,no_index,84,5,12,no_index,1518.5458722314634
x,no_index,86,5,37,no_index,1752.6593833449988
x,no_index,86,5,38,no_index,3660.713356058117
x,no_index,89,5,41,no_index,18463.0
x,no_index,100,5,36,no_index,12048.0
x,no_index,3,6,35,no_index,2414.744481528305
x,no_index,7,6,46,no_index,14843.670539285557
x,no_index,9,6,24,no_index,14037.0
x,no_index,13,6,8,no_index,13441.0
x,no_index,15,6,23,no_index,7589.846949222749
x,no_index,15,6,26,no_index,2319.153050777252
x,no_index,19,6,19,no_index,16157.0
x,no_index,20,6,20,no_index,12663.0
x,no_index,25,6,4,no_index,16653.36485128743
x,no_index,25,6,17,no_index,1680.6351487125685
x,no_index,26,6,9,no_index,18463.0
x,no_index,36,6,18,no_index,19053.0
x,no_index,44,6,11,no_index,21178.0
x,no_index,46,6,42,no_index,13859.0
x,no_index,49,6,21,no_index,2536.3653803594807
x,no_index,49,6,22,no_index,13248.63461964053
x,no_index,50,6,32,no_index,1778.5139442703276
x,no_index,53,6,13,no_index,20663.0
x,no_index,59,6,29,no_index,2088.693265312915
x,no_index,59,6,30,no_index,9742.306734687085
x,no_index,60,6,25,no_index,13367.0
x,no_index,61,6,43,no_index,19333.0
x,no_index,63,6,41,no_index,10907.117181159712
x,no_index,64,6,33,no_index,15943.0
x,no_index,77,6,47,no_index,6732.515892114423
x,no_index,82,6,12,no_index,8229.0
x,no_index,84,6,10,no_index,12572.130736286124
x,no_index,90,6,50,no_index,19283.0
x,no_index,93,6,16,no_index,14238.0
x,no_index,95,6,34,no_index,17057.0
y,no_index,2,1,22,no_index,1.0
y,no_index,3,1,29,no_index,1.0
y,no_index,8,1,36,no_index,1.0
y,no_index,14,1,4,no_index,1.0
y,no_index,14,1,5,no_index,1.0
y,no_index,14,1,6,no_index,1.0
y,no_index,14,1,7,no_index,1.0
y,no_index,22,1,16,no_index,1.0
y,no_index,22,1,17,no_index,1.0
y,no_index,28,1,28,no_index,1.0
y,no_index,29,1,34,no_index,1.0
y,no_index,31,1,30,no_index,1.0
y,no_index,33,1,42,no_index,1.0
y,no_index,33,1,43,no_index,1.0
y,no_index,38,1,41,no_index,1.0
y,no_index,41,1,18,no_index,1.0
y,no_index,42,1,40,no_index,1.0
y,no_index,48,1,35,no_index,1.0
y,no_index,51,1,11,no_index,1.0
y,no_index,51,1,12,no_index,1.0
y,no_index,51,1,13,no_index,1.0
y,no_index,51,1,14,no_index,1.0
y,no_index,51,1,15,no_index,1.0
y,no_index,51,1,19,no_index,1.0
y,no_index,51,1,20,no_index,1.0
y,no_index,51,1,21,no_index,1.0
y,no_index,52,1,27,no_index,1.0
y,no_index,55,1,39,no_index,1.0
y,no_index,55,1,50,no_index,1.0
y,no_index,62,1,44,no_index,1.0
y,no_index,62,1,46,no_index,1.0
y,no_index,62,1,47,no_index,1.0
y,no_index,62,1,48,no_index,1.0
y,no_index,62,1,49,no_index,1.0
y,no_index,68,1,26,no_index,1.0
y,no_index,68,1,33,no_index,1.0
y,no_index,78,1,31,no_index,1.0
y,no_index,83,1,37,no_index,1.0
y,no_index,83,1,38,no_index,1.0
y,no_index,84,1,8,no_index,1.0
y,no_index,84,1,9,no_index,1.0
y,no_index,84,1,10,no_index,1.0
y,no_index,86,1,45,no_index,1.0
y,no_index,88,1,25,no_index,1.0
y,no_index,91,1,23,no_index,1.0
y,no_index,91,1,24,no_index,1.0
y,no_index,97,1,32,no_index,1.0
y,no_index,99,1,1,no_index,1.0
y,no_index,99,1,2,no_index,1.0
y,no_index,99,1,3,no_index,1.0
y,no_index,4,2,23,no_index,1.0
y,no_index,4,2,24,no_index,1.0
y,no_index,4,2,25,no_index,1.0
y,no_index,4,2,26,no_index,1.0
y,no_index,4,2,27,no_index,1.0
y,no_index,4,2,28,no_index,1.0
y,no_index,4,2,29,no_index,1.0
y,no_index,4,2,30,no_index,1.0
y,no_index,4,2,31,no_index,1.0
y,no_index,4,2,32,no_index,1.0
y,no_index,4,2,33,no_index,1.0
y,no_index,4,2,34,no_index,1.0
y,no_index,7,2,37,no_index,1.0
y,no_index,16,2,42,no_index,1.0
y,no_index,16,2,43,no_index,1.0
y,no_index,16,2,44,no_index,1.0
y,no_index,16,2,45,no_index,1.0
y,no_index,16,2,46,no_index,1.0
y,no_index,16,2,47,no_index,1.0
y,no_index,16,2,48,no_index,1.0
y,no_index,16,2,49,no_index,1.0
y,no_index,16,2,50,no_index,1.0
y,no_index,17,2,12,no_index,1.0
y,no_index,32,2,6,no_index,1.0
y,no_index,47,2,40,no_index,1.0
y,no_index,56,2,41,no_index,1.0
y,no_index,65,2,9,no_index,1.0
y,no_index,73,2,1,no_index,1.0
y,no_index,73,2,2,no_index,1.0
y,no_index,73,2,3,no_index,1.0
y,no_index,73,2,4,no_index,1.0
y,no_index,73,2,5,no_index,1.0
y,no_index,73,2,7,no_index,1.0
y,no_index,73,2,8,no_index,1.0
y,no_index,73,2,10,no_index,1.0
y,no_index,73,2,11,no_index,1.0
y,no_index,76,2,35,no_index,1.0
y,no_index,76,2,36,no_index,1.0
y,no_index,79,2,38,no_index,1.0
y,no_index,79,2,39,no_index,1.0
y,no_index,96,2,13,no_index,1.0
y,no_index,96,2,14,no_index,1.0
y,no_index,96,2,15,no_index,1.0
y,no_index,96,2,16,no_index,1.0
y,no_index,96,2,17,no_index,1.0
y,no_index,96,2,18,no_index,1.0
y,no_index,96,2,19,no_index,1.0
y,no_index,96,2,20,no_index,1.0
y,no_index,96,2,21,no_index,1.0
y,no_index,96,2,22,no_index,1.0
y,no_index,17,3,2,no_index,1.0
y,no_index,24,3,45,no_index,1.0
y,no_index,30,3,10,no_index,1.0
y,no_index,30,3,11,no_index,1.0
y,no_index,30,3,12,no_index,1.0
y,no_index,30,3,27,no_index,1.0
y,no_index,30,3,28,no_index,1.0
y,no_index,30,3,29,no_index,1.0
y,no_index,33,3,30,no_index,1.0
y,no_index,40,3,41,no_index,1.0
y,no_index,40,3,42,no_index,1.0
y,no_index,40,3,43,no_index,1.0
y,no_index,40,3,44,no_index,1.0
y,no_index,43,3,6,no_index,1.0
y,no_index,43,3,7,no_index,1.0
y,no_index,43,3,9,no_index,1.0
y,no_index,43,3,13,no_index,1.0
y,no_index,43,3,14,no_index,1.0
y,no_index,43,3,15,no_index,1.0
y,no_index,43,3,16,no_index,1.0
y,no_index,43,3,17,no_index,1.0
y,no_index,43,3,18,no_index,1.0
y,no_index,43,3,19,no_index,1.0
y,no_index,43,3,20,no_index,1.0
y,no_index,43,3,21,no_index,1.0
y,no_index,43,3,22,no_index,1.0
y,no_index,43,3,23,no_index,1.0
y,no_index,43,3,24,no_index,1.0
y,no_index,43,3,25,no_index,1.0
y,no_index,70,3,33,no_index,1.0
y,no_index,70,3,34,no_index,1.0
y,no_index,70,3,35,no_index,1.0
y,no_index,71,3,1,no_index,1.0
y,no_index,74,3,8,no_index,1.0
y,no_index,77,3,46,no_index,1.0
y,no_index,77,3,47,no_index,1.0
y,no_index,77,3,48,no_index,1.0
y,no_index,77,3,49,no_index,1.0
y,no_index,77,3,50,no_index,1.0
y,no_index,81,3,3,no_index,1.0
y,no_index,81,3,4,no_index,1.0
y,no_index,81,3,5,no_index,1.0
y,no_index,83,3,36,no_index,1.0
y,no_index,83,3,37,no_index,1.0
y,no_index,83,3,39,no_index,1.0
y,no_index,83,3,40,no_index,1.0
y,no_index,87,3,26,no_index,1.0
y,no_index,92,3,31,no_index,1.0
y,no_index,92,3,32,no_index,1.0
y,no_index,98,3,38,no_index,1.0
y,no_index,11,4,11,no_index,1.0
y,no_index,11,4,12,no_index,1.0
y,no_index,11,4,13,no_index,1.0
y,no_index,11,4,14,no_index,1.0
y,no_index,11,4,16,no_index,1.0
y,no_index,11,4,17,no_index,1.0
y,no_index,11,4,18,no_index,1.0
y,no_index,11,4,19,no_index,1.0
y,no_index,11,4,23,no_index,1.0
y,no_index,11,4,24,no_index,1.0
y,no_index,11,4,25,no_index,1.0
y,no_index,11,4,26,no_index,1.0
y,no_index,11,4,27,no_index,1.0
y,no_index,11,4,28,no_index,1.0
y,no_index,11,4,29,no_index,1.0
y,no_index,11,4,30,no_index,1.0
y,no_index,18,4,31,no_index,1.0
y,no_index,18,4,32,no_index,1.0
y,no_index,18,4,33,no_index,1.0
y,no_index,18,4,34,no_index,1.0
y,no_index,18,4,35,no_index,1.0
y,no_index,34,4,5,no_index,1.0
y,no_index,34,4,6,no_index,1.0
y,no_index,34,4,7,no_index,1.0
y,no_index,34,4,8,no_index,1.0
y,no_index,34,4,9,no_index,1.0
y,no_index,34,4,10,no_index,1.0
y,no_index,39,4,15,no_index,1.0
y,no_index,50,4,36,no_index,1.0
y,no_index,50,4,37,no_index,1.0
y,no_index,50,4,38,no_index,1.0
y,no_index,50,4,39,no_index,1.0
y,no_index,50,4,40,no_index,1.0
y,no_index,50,4,41,no_index,1.0
y,no_index,50,4,42,no_index,1.0
y,no_index,50,4,43,no_index,1.0
y,no_index,50,4,44,no_index,1.0
y,no_index,50,4,45,no_index,1.0
y,no_index,50,4,46,no_index,1.0
y,no_index,50,4,47,no_index,1.0
y,no_index,50,4,48,no_index,1.0
y,no_index,50,4,49,no_index,1.0
y,no_index,50,4,50,no_index,1.0
y,no_index,75,4,1,no_index,1.0
y,no_index,75,4,2,no_index,1.0
y,no_index,75,4,3,no_index,1.0
y,no_index,75,4,4,no_index,1.0
y,no_index,94,4,20,no_index,1.0
y,no_index,94,4,21,no_index,1.0
y,no_index,94,4,22,no_index,1.0
y,no_index,1,5,1,no_index,1.0
y,no_index,1,5,2,no_index,1.0
y,no_index,1,5,3,no_index,1.0
y,no_index,1,5,4,no_index,1.0
y,no_index,1,5,5,no_index,1.0
y,no_index,1,5,6,no_index,1.0
y,no_index,1,5,7,no_index,1.0
y,no_index,10,5,40,no_index,1.0
y,no_index,23,5,50,no_index,1.0
y,no_index,35,5,8,no_index,1.0
y,no_index,35,5,9,no_index,1.0
y,no_index,35,5,10,no_index,1.0
y,no_index,45,5,11,no_index,1.0
y,no_index,54,5,20,no_index,1.0
y,no_index,58,5,42,no_index,1.0
y,no_index,58,5,43,no_index,1.0
y,no_index,58,5,44,no_index,1.0
y,no_index,58,5,45,no_index,1.0
y,no_index,63,5,34,no_index,1.0
y,no_index,63,5,35,no_index,1.0
y,no_index,69,5,21,no_index,1.0
y,no_index,69,5,22,no_index,1.0
y,no_index,69,5,23,no_index,1.0
y,no_index,69,5,24,no_index,1.0
y,no_index,69,5,26,no_index,1.0
y,no_index,69,5,27,no_index,1.0
y,no_index,69,5,28,no_index,1.0
y,no_index,69,5,29,no_index,1.0
y,no_index,69,5,30,no_index,1.0
y,no_index,71,5,19,no_index,1.0
y,no_index,72,5,25,no_index,1.0
y,no_index,72,5,31,no_index,1.0
y,no_index,72,5,32,no_index,1.0
y,no_index,72,5,33,no_index,1.0
y,no_index,80,5,46,no_index,1.0
y,no_index,80,5,47,no_index,1.0
y,no_index,80,5,48,no_index,1.0
y,no_index,80,5,49,no_index,1.0
y,no_index,84,5,12,no_index,1.0
y,no_index,84,5,13,no_index,1.0
y,no_index,84,5,14,no_index,1.0
y,no_index,84,5,15,no_index,1.0
y,no_index,84,5,16,no_index,1.0
y,no_index,84,5,17,no_index,1.0
y,no_index,84,5,18,no_index,1.0
y,no_index,86,5,37,no_index,1.0
y,no_index,86,5,38,no_index,1.0
y,no_index,86,5,39,no_index,1.0
y,no_index,89,5,41,no_index,1.0
y,no_index,100,5,36,no_index,1.0
y,no_index,3,6,35,no_index,1.0
y,no_index,3,6,36,no_index,1.0
y,no_index,3,6,37,no_index,1.0
y,no_index,3,6,38,no_index,1.0
y,no_index,3,6,39,no_index,1.0
y,no_index,3,6,40,no_index,1.0
y,no_index,7,6,46,no_index,1.0
y,no_index,9,6,24,no_index,1.0
y,no_index,13,6,8,no_index,1.0
y,no_index,15,6,23,no_index,1.0
y,no_index,15,6,26,no_index,1.0
y,no_index,15,6,27,no_index,1.0
y,no_index,15,6,28,no_index,1.0
y,no_index,19,6,19,no_index,1.0
y,no_index,20,6,20,no_index,1.0
y,no_index,25,6,1,no_index,1.0
y,no_index,25,6,2,no_index,1.0
y,no_index,25,6,3,no_index,1.0
y,no_index,25,6,4,no_index,1.0
y,no_index,25,6,5,no_index,1.0
y,no_index,25,6,6,no_index,1.0
y,no_index,25,6,7,no_index,1.0
y,no_index,25,6,17,no_index,1.0
y,no_index,26,6,9,no_index,1.0
y,no_index,36,6,18,no_index,1.0
y,no_index,44,6,11,no_index,1.0
y,no_index,46,6,42,no_index,1.0
y,no_index,49,6,21,no_index,1.0
y,no_index,49,6,22,no_index,1.0
y,no_index,50,6,32,no_index,1.0
y,no_index,53,6,13,no_index,1.0
y,no_index,53,6,14,no_index,1.0
y,no_index,53,6,15,no_index,1.0
y,no_index,59,6,29,no_index,1.0
y,no_index,59,6,30,no_index,1.0
y,no_index,59,6,31,no_index,1.0
y,no_index,60,6,25,no_index,1.0
y,no_index,61,6,43,no_index,1.0
y,no_index,61,6,44,no_index,1.0
y,no_index,61,6,45,no_index,1.0
y,no_index,63,6,41,no_index,1.0
y,no_index,64,6,33,no_index,1.0
y,no_index,77,6,47,no_index,1.0
y,no_index,77,6,48,no_index,1.0
y,no_index,77,6,49,no_index,1.0
y,no_index,82,6,12,no_index,1.0
y,no_index,84,6,10,no_index,1.0
y,no_index,90,6,50,no_index,1.0
y,no_index,93,6,16,no_index,1.0
y,no_index,95,6,34,no_index,1.0
wb,no_index,5,no_index,no_index,no_index,12565.0
wb,no_index,6,no_index,no_index,no_index,8270.0
wb,no_index,12,no_index,no_index,no_index,11691.0
wb,no_index,21,no_index,no_index,no_index,12171.0
wb,no_index,27,no_index,no_index,no_index,9074.0
wb,no_index,37,no_index,no_index,no_index,11869.0
wb,no_index,39,no_index,no_index,no_index,598.9562991622915
wb,no_index,57,no_index,no_index,no_index,15277.0
wb,no_index,66,no_index,no_index,no_index,11685.0
wb,no_index,67,no_index,no_index,no_index,17191.0
wb,no_index,85,no_index,no_index,no_index,12184.0
wb,no_index,98,no_index,no_index,no_index,12428.633700838876
z,2,91,1,23,no_index,1.0
z,3,31,1,30,no_index,1.0
z,8,83,1,37,no_index,1.0
