variable_name,i,j,l,s,t,value
x,no_index,8,1,49,no_index,5945.821499999991
x,no_index,10,1,18,no_index,1864.1970546471712
x,no_index,10,1,26,no_index,13331.624445352829
x,no_index,11,1,30,no_index,18744.0
x,no_index,12,1,11,no_index,11691.0
x,no_index,14,1,2,no_index,9050.932095557093
x,no_index,16,1,45,no_index,5250.178500000002
x,no_index,19,1,8,no_index,4800.067904442909
x,no_index,26,1,21,no_index,13662.932095557093
x,no_index,28,1,31,no_index,10939.821499999998
x,no_index,28,1,38,no_index,5250.178500000001
x,no_index,31,1,14,no_index,10748.781385278851
x,no_index,31,1,24,no_index,2632.2186147211487
x,no_index,32,1,9,no_index,2441.367011257962
x,no_index,33,1,40,no_index,5250.178500000001
x,no_index,43,1,12,no_index,2366.095085163168
x,no_index,43,1,13,no_index,91.90491483683218
x,no_index,45,1,7,no_index,4800.067904442909
x,no_index,51,1,20,no_index,8320.215612436095
x,no_index,51,1,34,no_index,1936.6058875639048
x,no_index,56,1,33,no_index,4851.821499999998
x,no_index,58,1,41,no_index,2122.139840834182
x,no_index,62,1,44,no_index,5250.178500000001
x,no_index,64,1,29,no_index,10692.821499999998
x,no_index,65,1,10,no_index,4800.067904442909
x,no_index,68,1,35,no_index,6912.772907293129
x,no_index,68,1,36,no_index,5250.178500000001
x,no_index,72,1,47,no_index,2056.994370716068
x,no_index,72,1,48,no_index,1722.8271292839308
x,no_index,84,1,32,no_index,11645.932095557093
x,no_index,86,1,37,no_index,5250.178500000001
x,no_index,86,1,42,no_index,3569.861376142777
x,no_index,88,1,23,no_index,16842.0
x,no_index,90,1,46,no_index,7281.180800000002
x,no_index,91,1,5,no_index,9050.932095557093
x,no_index,91,1,6,no_index,4800.067904442909
x,no_index,94,1,25,no_index,1454.669459503748
x,no_index,100,1,39,no_index,5250.178500000001
x,no_index,100,1,43,no_index,5250.178500000002
x,no_index,3,2,31,no_index,13571.959019712483
x,no_index,3,2,34,no_index,2158.117998759215
x,no_index,4,2,21,no_index,1787.6817538871585
x,no_index,4,2,24,no_index,1787.6817538871585
x,no_index,4,2,26,no_index,9021.457992225682
x,no_index,4,2,37,no_index,5250.1785
x,no_index,17,2,6,no_index,4800.067904442909
x,no_index,32,2,7,no_index,2665.0322309842704
x,no_index,32,2,13,no_index,10691.600757757767
x,no_index,34,2,1,no_index,9050.932095557093
x,no_index,34,2,8,no_index,4800.067904442909
x,no_index,38,2,38,no_index,1665.11110820636
x,no_index,38,2,40,no_index,3585.067391793641
x,no_index,38,2,41,no_index,5250.178500000002
