variable_name,i,j,l,s,t,value
x,no_index,3,1,28,no_index,5580.3385274104
x,no_index,4,1,35,no_index,5934.984391304348
x,no_index,4,1,36,no_index,5460.18564
x,no_index,8,1,47,no_index,8265.72528077067
x,no_index,10,1,13,no_index,5318.995719736182
x,no_index,15,1,5,no_index,5367.353094720592
x,no_index,21,1,29,no_index,2017.6505973722144
x,no_index,21,1,30,no_index,3562.6879300381856
x,no_index,21,1,31,no_index,5934.984391304349
x,no_index,22,1,32,no_index,5934.98439130437
x,no_index,23,1,38,no_index,5460.18564
x,no_index,24,1,41,no_index,7918.471285223815
x,no_index,30,1,6,no_index,7820.419699351865
x,no_index,31,1,12,no_index,5318.995719736182
x,no_index,31,1,27,no_index,5580.338527410401
x,no_index,33,1,37,no_index,5460.18564
x,no_index,41,1,14,no_index,5318.995719736181
x,no_index,46,1,25,no_index,6861.963327061058
x,no_index,51,1,17,no_index,4111.82996869566
x,no_index,56,1,45,no_index,4641.81436
x,no_index,61,1,39,no_index,5460.18564
x,no_index,62,1,42,no_index,7918.471285223816
x,no_index,62,1,49,no_index,8265.725280770675
x,no_index,67,1,9,no_index,7820.41969935187
x,no_index,69,1,15,no_index,5318.995719736182
x,no_index,69,1,16,no_index,6301.01590461285
x,no_index,72,1,46,no_index,8265.725280770675
x,no_index,76,1,22,no_index,6861.963327061058
x,no_index,76,1,40,no_index,5460.18564
x,no_index,81,1,2,no_index,2284.6883534240133
x,no_index,81,1,19,no_index,1562.5741878089248
x,no_index,81,1,21,no_index,5964.163270958123
x,no_index,81,1,26,no_index,1562.574187808939
x,no_index,84,1,23,no_index,6861.963327061058
x,no_index,86,1,43,no_index,7918.471285223815
x,no_index,88,1,24,no_index,6861.963327061058
x,no_index,92,1,48,no_index,5053.015608695652
x,no_index,94,1,7,no_index,1454.669459503748
x,no_index,94,1,10,no_index,6365.750239848117
x,no_index,94,1,11,no_index,5318.995719736182
x,no_index,99,1,1,no_index,9275.584580911956
x,no_index,100,1,33,no_index,5934.984391304348
x,no_index,7,2,42,no_index,5774.089079229328
x,no_index,12,2,24,no_index,2037.8680470698216
x,no_index,12,2,26,no_index,1859.0737808129156
x,no_index,12,2,28,no_index,1859.0737808129152
x,no_index,12,2,31,no_index,5934.984391304347
x,no_index,16,2,32,no_index,5934.984391304348
x,no_index,16,2,40,no_index,5460.18564
x,no_index,16,2,41,no_index,556.8299686956525
x,no_index,18,2,6,no_index,7820.419699351867
x,no_index,18,2,13,no_index,5318.995719736182
x,no_index,20,2,18,no_index,6301.01590461285
x,no_index,32,2,11,no_index,5318.995719736182
x,no_index,32,2,20,no_index,6301.015904612851
x,no_index,36,2,17,no_index,6301.01590461285
x,no_index,38,2,39,no_index,5460.18564
x,no_index,39,2,12,no_index,5318.995719736182
x,no_index,39,2,16,no_index,6301.01590461285
x,no_index,42,2,38,no_index,5460.18564
x,no_index,44,2,4,no_index,9275.584580911956
x,no_index,44,2,25,no_index,6861.9633270610575
x,no_index,50,2,43,no_index,2057.99889496829
x,no_index,50,2,44,no_index,2929.275824261038
x,no_index,50,2,48,no_index,8265.725280770672
x,no_index,65,2,21,no_index,6861.963327061058
x,no_index,66,2,15,no_index,5318.995719736182
x,no_index,66,2,19,no_index,6301.01590461285
x,no_index,73,2,5,no_index,9275.584580911956
x,no_index,74,2,7,no_index,7820.419699351863
x,no_index,75,2,8,no_index,7820.419699351865
x,no_index,75,2,14,no_index,5318.995719736182
x,no_index,82,2,27,no_index,5580.3385274104
x,no_index,13,3,6,no_index,4165.415419088045
x,no_index,17,3,2,no_index,9275.584580911953
x,no_index,17,3,15,no_index,4575.415419088047
x,no_index,20,3,37,no_index,5460.18564
x,no_index,26,3,10,no_index,7820.419699351864
x,no_index,26,3,11,no_index,5318.995719736182
x,no_index,29,3,8,no_index,4711.999704082802
x,no_index,35,3,17,no_index,6301.01590461285
x,no_index,35,3,35,no_index,5934.984391304348
x,no_index,38,3,31,no_index,5934.984391304348
x,no_index,40,3,34,no_index,5934.984391304348
x,no_index,43,3,9,no_index,7033.415419088044
x,no_index,44,3,30,no_index,5040.452092026988
x,no_index,46,3,41,no_index,6997.0366729389125
x,no_index,47,3,33,no_index,5934.984391304348
x,no_index,47,3,47,no_index,3715.015608695652
x,no_index,49,3,18,no_index,6301.01590461285
x,no_index,49,3,26,no_index,5580.3385274104
x,no_index,52,3,16,no_index,2681.677081285252
x,no_index,52,3,32,no_index,5934.984391304348
x,no_index,54,3,29,no_index,5580.3385274104
x,no_index,55,3,43,no_index,7918.471285223816
x,no_index,59,3,38,no_index,5460.18564
x,no_index,71,3,5,no_index,9275.584580911956
x,no_index,71,3,7,no_index,2356.715208071677
x,no_index,71,3,14,no_index,2356.7152080716733
x,no_index,71,3,19,no_index,2356.7152080716805
x,no_index,71,3,23,no_index,4987.269794873015
x,no_index,76,3,12,no_index,5318.995719736182
x,no_index,78,3,36,no_index,1284.903319285112
x,no_index,78,3,39,no_index,4175.282320714888
x,no_index,78,3,42,no_index,1284.903319285123
x,no_index,78,3,44,no_index,1997.9110407148771
x,no_index,83,3,45,no_index,4864.2747192293255
x,no_index,83,3,48,no_index,8265.725280770675
x,no_index,85,3,27,no_index,5322.036672938942
x,no_index,87,3,13,no_index,2561.794083915309
x,no_index,95,3,50,no_index,8265.725280770675
x,no_index,100,3,28,no_index,5580.3385274104
x,no_index,5,4,17,no_index,5703.036672938942
x,no_index,5,4,25,no_index,6861.963327061058
x,no_index,10,4,24,no_index,6861.9633270610575
x,no_index,11,4,13,no_index,5318.995719736182
x,no_index,15,4,14,no_index,2270.823452639704
x,no_index,15,4,18,no_index,2270.823452639705
x,no_index,19,4,10,no_index,7820.419699351865
x,no_index,22,4,28,no_index,5580.3385274104
x,no_index,23,4,46,no_index,1826.151268744092
x,no_index,23,4,49,no_index,6439.574012026579
x,no_index,27,4,27,no_index,5580.3385274104
x,no_index,30,4,12,no_index,5318.995719736182
x,no_index,34,4,2,no_index,1900.828824299136
x,no_index,34,4,3,no_index,7374.755756612818
x,no_index,34,4,6,no_index,4945.415419088045
x,no_index,37,4,9,no_index,7820.419699351863
x,no_index,39,4,8,no_index,6388.988375650968
x,no_index,51,4,35,no_index,5934.984391304348
x,no_index,51,4,36,no_index,5460.185639999992
x,no_index,56,4,37,no_index,1722.1868005812755
x,no_index,56,4,38,no_index,3737.998839418723
x,no_index,57,4,29,no_index,5580.3385274104
x,no_index,60,4,11,no_index,5318.995719736183
x,no_index,60,4,44,no_index,7918.471285223815
x,no_index,64,4,40,no_index,5460.18564
x,no_index,68,4,30,no_index,4706.8299686956525
x,no_index,68,4,31,no_index,5934.984391304348
x,no_index,70,4,45,no_index,7918.471285223814
x,no_index,75,4,1,no_index,9275.584580911953
x,no_index,88,4,16,no_index,4399.698145528542
x,no_index,90,4,42,no_index,5557.089079229325
x,no_index,90,4,50,no_index,8265.725280770675
x,no_index,95,4,41,no_index,7918.471285223815
x,no_index,98,4,34,no_index,5934.984391304348
x,no_index,98,4,39,no_index,5460.18564
x,no_index,98,4,43,no_index,7918.471285223816
x,no_index,99,4,26,no_index,5580.3385274104
x,no_index,1,5,5,no_index,9275.584580911953
x,no_index,1,5,35,no_index,5934.984391304348
x,no_index,2,5,37,no_index,5460.18564
x,no_index,2,5,50,no_index,8265.725280770674
x,no_index,10,5,27,no_index,5580.3385274104
x,no_index,25,5,3,no_index,9275.584580911956
x,no_index,40,5,38,no_index,5460.18564
x,no_index,40,5,49,no_index,6211.8299686956525
x,no_index,52,5,29,no_index,5580.3385274104
x,no_index,53,5,13,no_index,5318.995719736182
x,no_index,53,5,16,no_index,6301.01590461285
x,no_index,53,5,23,no_index,6861.963327061058
x,no_index,54,5,14,no_index,5318.995719736182
x,no_index,55,5,40,no_index,5460.18564
x,no_index,55,5,47,no_index,8265.725280770683
x,no_index,57,5,24,no_index,6861.963327061058
x,no_index,59,5,32,no_index,5934.984391304347
x,no_index,63,5,44,no_index,6877.6614725896
x,no_index,68,5,36,no_index,5460.18564
x,no_index,69,5,26,no_index,5580.3385274104
x,no_index,79,5,28,no_index,5580.3385274104
x,no_index,80,5,33,no_index,2340.146582400648
x,no_index,80,5,34,no_index,3594.8378089037
x,no_index,80,5,39,no_index,5460.18564
x,no_index,80,5,41,no_index,2340.1465824006755
x,no_index,80,5,45,no_index,2340.1465824006664
x,no_index,80,5,48,no_index,6767.536803894309
x,no_index,84,5,6,no_index,7820.419699351867
x,no_index,85,5,25,no_index,6861.963327061058
x,no_index,87,5,7,no_index,2390.73172415873
x,no_index,87,5,11,no_index,2622.458287313111
x,no_index,87,5,20,no_index,6301.01590461285
x,no_index,92,5,31,no_index,5934.984391304348
x,no_index,93,5,18,no_index,6301.01590461285
x,no_index,93,5,22,no_index,6861.963327061058
x,no_index,96,5,12,no_index,1577.6684423977786
x,no_index,96,5,15,no_index,3741.327277338403
x,no_index,96,5,17,no_index,6301.01590461285
x,no_index,96,5,21,no_index,6861.9633270610575
x,no_index,97,5,19,no_index,6301.01590461285
x,no_index,97,5,30,no_index,5580.3385274104
x,no_index,1,6,8,no_index,2671.431027783701
x,no_index,3,6,24,no_index,6861.963327061058
x,no_index,3,6,35,no_index,5934.984391304348
x,no_index,6,6,1,no_index,8270.0
x,no_index,7,6,39,no_index,5460.18564
x,no_index,7,6,46,no_index,2325.5009347786854
x,no_index,7,6,47,no_index,5940.224345991989
x,no_index,9,6,10,no_index,7820.419699351867
x,no_index,9,6,11,no_index,5318.995719736182
x,no_index,11,6,20,no_index,6301.01590461285
x,no_index,11,6,28,no_index,5580.3385274104
x,no_index,13,6,4,no_index,9275.584580911956
x,no_index,14,6,3,no_index,9275.584580911953
x,no_index,19,6,15,no_index,5318.995719736182
x,no_index,25,6,19,no_index,6301.01590461285
x,no_index,27,6,43,no_index,3493.6614725896
x,no_index,28,6,31,no_index,5934.984391304348
x,no_index,28,6,38,no_index,5460.18564
x,no_index,29,6,16,no_index,6301.01590461285
x,no_index,29,6,34,no_index,5934.984391304348
x,no_index,33,6,44,no_index,7918.471285223815
