variable_name,i,j,l,s,t,value
x,no_index,1,5,46,no_index,9010.223633269654
x,no_index,10,5,10,no_index,2611.223633269652
x,no_index,10,5,12,no_index,4506.0
x,no_index,10,5,26,no_index,2791.776366730352
x,no_index,15,5,24,no_index,3963.971368317708
x,no_index,25,5,38,no_index,2546.9782029480666
x,no_index,26,5,23,no_index,4289.798163782286
x,no_index,27,5,32,no_index,2860.0
x,no_index,38,5,39,no_index,1776.6838037259683
x,no_index,38,5,40,no_index,1663.2138092938822
x,no_index,38,5,41,no_index,2443.1023869801493
x,no_index,39,5,27,no_index,1455.049020526374
x,no_index,39,5,33,no_index,1455.049020526374
x,no_index,40,5,20,no_index,2178.9782029480666
x,no_index,40,5,22,no_index,1934.474772299901
x,no_index,45,5,25,no_index,4289.798163782285
x,no_index,3,6,10,no_index,2611.223633269652
x,no_index,3,6,18,no_index,5658.776366730348
x,no_index,4,6,37,no_index,5186.6739797502
x,no_index,4,6,45,no_index,2443.1023869801493
x,no_index,4,6,47,no_index,9010.223633269654
x,no_index,6,6,13,no_index,4506.0
x,no_index,7,6,32,no_index,2860.0
x,no_index,13,6,35,no_index,2860.0
x,no_index,13,6,36,no_index,5513.201836217715
x,no_index,15,6,33,no_index,2860.0
x,no_index,16,6,9,no_index,2611.223633269652
x,no_index,17,6,11,no_index,4506.0
x,no_index,17,6,16,no_index,3594.5527334606995
x,no_index,19,6,15,no_index,4506.0
x,no_index,19,6,34,no_index,2860.0
x,no_index,22,6,42,no_index,2443.1023869801493
x,no_index,23,6,17,no_index,5606.754569678415
x,no_index,23,6,23,no_index,4289.798163782286
x,no_index,23,6,30,no_index,4164.223633269652
x,no_index,24,6,43,no_index,2443.1023869801493
x,no_index,28,6,24,no_index,4289.798163782286
x,no_index,35,6,12,no_index,4506.0
x,no_index,35,6,22,no_index,4289.798163782286
x,no_index,37,6,19,no_index,4579.776366730348
x,no_index,37,6,26,no_index,4164.223633269652
x,no_index,41,6,25,no_index,4289.798163782285
x,no_index,41,6,27,no_index,2067.255819729937
x,no_index,41,6,29,no_index,2096.9678135397157
x,no_index,41,6,31,no_index,3729.978202948063
x,no_index,44,6,44,no_index,2443.1023869801493
x,no_index,47,6,20,no_index,5783.978202948062
x,no_index,48,6,21,no_index,4800.3260202498
x,no_index,49,6,38,no_index,1258.4004632444812
x,no_index,49,6,40,no_index,6571.273516505718
x,no_index,49,6,41,no_index,2443.1023869801493
x,no_index,49,6,49,no_index,9010.223633269654
y,no_index,1,1,21,no_index,1.0
y,no_index,1,1,22,no_index,1.0
y,no_index,2,1,17,no_index,1.0
y,no_index,2,1,23,no_index,1.0
y,no_index,4,1,32,no_index,1.0
y,no_index,6,1,18,no_index,1.0
y,no_index,7,1,12,no_index,1.0
y,no_index,8,1,11,no_index,1.0
y,no_index,17,1,10,no_index,1.0
y,no_index,17,1,27,no_index,1.0
y,no_index,20,1,14,no_index,1.0
y,no_index,20,1,31,no_index,1.0
y,no_index,20,1,39,no_index,1.0
y,no_index,20,1,41,no_index,1.0
y,no_index,21,1,19,no_index,1.0
y,no_index,21,1,30,no_index,1.0
y,no_index,21,1,40,no_index,1.0
y,no_index,23,1,1,no_index,1.0
y,no_index,23,1,2,no_index,1.0
y,no_index,23,1,3,no_index,1.0
y,no_index,23,1,4,no_index,1.0
y,no_index,23,1,5,no_index,1.0
y,no_index,23,1,6,no_index,1.0
y,no_index,23,1,7,no_index,1.0
y,no_index,23,1,8,no_index,1.0
y,no_index,23,1,9,no_index,1.0
y,no_index,24,1,34,no_index,1.0
y,no_index,24,1,36,no_index,1.0
y,no_index,27,1,15,no_index,1.0
y,no_index,27,1,16,no_index,1.0
y,no_index,30,1,44,no_index,1.0
y,no_index,30,1,45,no_index,1.0
y,no_index,30,1,46,no_index,1.0
y,no_index,30,1,47,no_index,1.0
y,no_index,30,1,48,no_index,1.0
y,no_index,30,1,49,no_index,1.0
y,no_index,30,1,50,no_index,1.0
y,no_index,32,1,29,no_index,1.0
y,no_index,35,1,28,no_index,1.0
y,no_index,38,1,35,no_index,1.0
y,no_index,40,1,13,no_index,1.0
y,no_index,40,1,24,no_index,1.0
y,no_index,40,1,33,no_index,1.0
y,no_index,45,1,20,no_index,1.0
y,no_index,46,1,42,no_index,1.0
y,no_index,46,1,43,no_index,1.0
y,no_index,47,1,25,no_index,1.0
y,no_index,47,1,26,no_index,1.0
y,no_index,48,1,37,no_index,1.0
y,no_index,48,1,38,no_index,1.0
y,no_index,1,2,40,no_index,1.0
y,no_index,1,2,41,no_index,1.0
y,no_index,6,2,23,no_index,1.0
y,no_index,8,2,19,no_index,1.0
y,no_index,8,2,28,no_index,1.0
y,no_index,9,2,15,no_index,1.0
y,no_index,9,2,16,no_index,1.0
y,no_index,12,2,33,no_index,1.0
y,no_index,16,2,14,no_index,1.0
y,no_index,16,2,27,no_index,1.0
y,no_index,19,2,1,no_index,1.0
y,no_index,19,2,2,no_index,1.0
y,no_index,19,2,3,no_index,1.0
y,no_index,19,2,4,no_index,1.0
y,no_index,19,2,5,no_index,1.0
y,no_index,19,2,6,no_index,1.0
y,no_index,21,2,10,no_index,1.0
y,no_index,21,2,11,no_index,1.0
y,no_index,22,2,38,no_index,1.0
y,no_index,22,2,49,no_index,1.0
y,no_index,22,2,50,no_index,1.0
y,no_index,24,2,22,no_index,1.0
y,no_index,26,2,34,no_index,1.0
y,no_index,27,2,21,no_index,1.0
y,no_index,29,2,25,no_index,1.0
y,no_index,29,2,26,no_index,1.0
y,no_index,31,2,29,no_index,1.0
y,no_index,31,2,30,no_index,1.0
y,no_index,32,2,12,no_index,1.0
y,no_index,33,2,7,no_index,1.0
y,no_index,33,2,8,no_index,1.0
y,no_index,33,2,9,no_index,1.0
y,no_index,33,2,13,no_index,1.0
y,no_index,33,2,18,no_index,1.0
y,no_index,33,2,24,no_index,1.0
y,no_index,34,2,31,no_index,1.0
y,no_index,34,2,39,no_index,1.0
y,no_index,35,2,17,no_index,1.0
y,no_index,36,2,43,no_index,1.0
y,no_index,36,2,44,no_index,1.0
y,no_index,36,2,45,no_index,1.0
y,no_index,36,2,46,no_index,1.0
y,no_index,36,2,47,no_index,1.0
y,no_index,43,2,20,no_index,1.0
y,no_index,43,2,35,no_index,1.0
y,no_index,43,2,37,no_index,1.0
y,no_index,44,2,36,no_index,1.0
y,no_index,46,2,48,no_index,1.0
y,no_index,49,2,32,no_index,1.0
y,no_index,50,2,42,no_index,1.0
y,no_index,2,3,31,no_index,1.0
y,no_index,2,3,32,no_index,1.0
y,no_index,2,3,33,no_index,1.0
y,no_index,5,3,44,no_index,1.0
y,no_index,5,3,45,no_index,1.0
y,no_index,5,3,46,no_index,1.0
y,no_index,5,3,47,no_index,1.0
y,no_index,5,3,48,no_index,1.0
y,no_index,7,3,25,no_index,1.0
y,no_index,8,3,24,no_index,1.0
y,no_index,9,3,1,no_index,1.0
y,no_index,9,3,2,no_index,1.0
y,no_index,9,3,3,no_index,1.0
y,no_index,9,3,4,no_index,1.0
y,no_index,9,3,5,no_index,1.0
y,no_index,9,3,6,no_index,1.0
y,no_index,9,3,7,no_index,1.0
y,no_index,11,3,49,no_index,1.0
y,no_index,12,3,10,no_index,1.0
y,no_index,12,3,11,no_index,1.0
y,no_index,12,3,17,no_index,1.0
y,no_index,13,3,21,no_index,1.0
y,no_index,14,3,8,no_index,1.0
y,no_index,14,3,9,no_index,1.0
y,no_index,14,3,14,no_index,1.0
y,no_index,14,3,18,no_index,1.0
y,no_index,16,3,35,no_index,1.0
y,no_index,18,3,39,no_index,1.0
y,no_index,18,3,40,no_index,1.0
y,no_index,18,3,41,no_index,1.0
y,no_index,18,3,42,no_index,1.0
y,no_index,18,3,43,no_index,1.0
y,no_index,19,3,22,no_index,1.0
y,no_index,23,3,12,no_index,1.0
y,no_index,26,3,20,no_index,1.0
y,no_index,26,3,28,no_index,1.0
y,no_index,27,3,29,no_index,1.0
y,no_index,28,3,13,no_index,1.0
y,no_index,28,3,19,no_index,1.0
y,no_index,28,3,26,no_index,1.0
y,no_index,29,3,38,no_index,1.0
y,no_index,30,3,36,no_index,1.0
y,no_index,31,3,34,no_index,1.0
y,no_index,32,3,23,no_index,1.0
y,no_index,42,3,27,no_index,1.0
y,no_index,43,3,15,no_index,1.0
y,no_index,43,3,16,no_index,1.0
y,no_index,44,3,50,no_index,1.0
y,no_index,50,3,30,no_index,1.0
y,no_index,50,3,37,no_index,1.0
y,no_index,2,4,29,no_index,1.0
y,no_index,7,4,28,no_index,1.0
y,no_index,7,4,38,no_index,1.0
y,no_index,10,4,1,no_index,1.0
y,no_index,10,4,2,no_index,1.0
y,no_index,10,4,3,no_index,1.0
y,no_index,10,4,4,no_index,1.0
y,no_index,10,4,5,no_index,1.0
y,no_index,11,4,35,no_index,1.0
y,no_index,14,4,24,no_index,1.0
y,no_index,15,4,36,no_index,1.0
y,no_index,16,4,16,no_index,1.0
y,no_index,16,4,17,no_index,1.0
y,no_index,18,4,30,no_index,1.0
y,no_index,18,4,31,no_index,1.0
y,no_index,22,4,33,no_index,1.0
y,no_index,25,4,12,no_index,1.0
y,no_index,25,4,13,no_index,1.0
y,no_index,25,4,14,no_index,1.0
y,no_index,25,4,15,no_index,1.0
y,no_index,25,4,25,no_index,1.0
y,no_index,25,4,26,no_index,1.0
y,no_index,29,4,34,no_index,1.0
y,no_index,31,4,37,no_index,1.0
y,no_index,31,4,39,no_index,1.0
y,no_index,31,4,40,no_index,1.0
y,no_index,34,4,27,no_index,1.0
y,no_index,39,4,32,no_index,1.0
y,no_index,39,4,41,no_index,1.0
y,no_index,39,4,42,no_index,1.0
y,no_index,39,4,43,no_index,1.0
y,no_index,39,4,44,no_index,1.0
y,no_index,39,4,45,no_index,1.0
y,no_index,39,4,46,no_index,1.0
y,no_index,39,4,47,no_index,1.0
y,no_index,39,4,48,no_index,1.0
y,no_index,39,4,49,no_index,1.0
y,no_index,39,4,50,no_index,1.0
y,no_index,40,4,6,no_index,1.0
y,no_index,40,4,7,no_index,1.0
y,no_index,40,4,8,no_index,1.0
y,no_index,40,4,9,no_index,1.0
y,no_index,40,4,10,no_index,1.0
y,no_index,42,4,18,no_index,1.0
y,no_index,42,4,19,no_index,1.0
y,no_index,42,4,20,no_index,1.0
y,no_index,42,4,21,no_index,1.0
y,no_index,42,4,22,no_index,1.0
y,no_index,42,4,23,no_index,1.0
y,no_index,45,4,11,no_index,1.0
y,no_index,1,5,42,no_index,1.0
y,no_index,1,5,43,no_index,1.0
y,no_index,1,5,44,no_index,1.0
y,no_index,1,5,45,no_index,1.0
y,no_index,1,5,46,no_index,1.0
y,no_index,1,5,47,no_index,1.0
y,no_index,1,5,48,no_index,1.0
y,no_index,1,5,49,no_index,1.0
y,no_index,1,5,50,no_index,1.0
y,no_index,10,5,1,no_index,1.0
y,no_index,10,5,2,no_index,1.0
y,no_index,10,5,3,no_index,1.0
y,no_index,10,5,4,no_index,1.0
y,no_index,10,5,5,no_index,1.0
y,no_index,10,5,6,no_index,1.0
y,no_index,10,5,7,no_index,1.0
y,no_index,10,5,8,no_index,1.0
y,no_index,10,5,9,no_index,1.0
y,no_index,10,5,10,no_index,1.0
y,no_index,10,5,11,no_index,1.0
y,no_index,10,5,12,no_index,1.0
y,no_index,10,5,13,no_index,1.0
y,no_index,10,5,14,no_index,1.0
y,no_index,10,5,15,no_index,1.0
y,no_index,10,5,16,no_index,1.0
y,no_index,10,5,17,no_index,1.0
y,no_index,10,5,18,no_index,1.0
y,no_index,10,5,19,no_index,1.0
y,no_index,10,5,26,no_index,1.0
y,no_index,15,5,24,no_index,1.0
y,no_index,25,5,38,no_index,1.0
y,no_index,26,5,23,no_index,1.0
y,no_index,27,5,32,no_index,1.0
y,no_index,38,5,39,no_index,1.0
y,no_index,38,5,40,no_index,1.0
y,no_index,38,5,41,no_index,1.0
y,no_index,39,5,27,no_index,1.0
y,no_index,39,5,28,no_index,1.0
y,no_index,39,5,29,no_index,1.0
y,no_index,39,5,30,no_index,1.0
y,no_index,39,5,31,no_index,1.0
y,no_index,39,5,33,no_index,1.0
y,no_index,39,5,34,no_index,1.0
y,no_index,39,5,35,no_index,1.0
y,no_index,39,5,36,no_index,1.0
y,no_index,39,5,37,no_index,1.0
y,no_index,40,5,20,no_index,1.0
y,no_index,40,5,21,no_index,1.0
y,no_index,40,5,22,no_index,1.0
y,no_index,45,5,25,no_index,1.0
y,no_index,3,6,10,no_index,1.0
y,no_index,3,6,18,no_index,1.0
y,no_index,4,6,37,no_index,1.0
y,no_index,4,6,45,no_index,1.0
y,no_index,4,6,46,no_index,1.0
y,no_index,4,6,47,no_index,1.0
y,no_index,4,6,48,no_index,1.0
y,no_index,6,6,13,no_index,1.0
y,no_index,6,6,14,no_index,1.0
y,no_index,7,6,32,no_index,1.0
y,no_index,10,6,1,no_index,1.0
y,no_index,10,6,2,no_index,1.0
y,no_index,10,6,3,no_index,1.0
y,no_index,10,6,4,no_index,1.0
y,no_index,10,6,5,no_index,1.0
y,no_index,10,6,6,no_index,1.0
y,no_index,10,6,7,no_index,1.0
y,no_index,10,6,8,no_index,1.0
y,no_index,13,6,35,no_index,1.0
y,no_index,13,6,36,no_index,1.0
y,no_index,15,6,33,no_index,1.0
y,no_index,16,6,9,no_index,1.0
y,no_index,17,6,11,no_index,1.0
y,no_index,17,6,16,no_index,1.0
y,no_index,19,6,15,no_index,1.0
y,no_index,19,6,34,no_index,1.0
y,no_index,22,6,42,no_index,1.0
y,no_index,23,6,17,no_index,1.0
y,no_index,23,6,23,no_index,1.0
y,no_index,23,6,30,no_index,1.0
y,no_index,24,6,43,no_index,1.0
y,no_index,28,6,24,no_index,1.0
y,no_index,35,6,12,no_index,1.0
y,no_index,35,6,22,no_index,1.0
y,no_index,37,6,19,no_index,1.0
y,no_index,37,6,26,no_index,1.0
y,no_index,41,6,25,no_index,1.0
y,no_index,41,6,27,no_index,1.0
y,no_index,41,6,28,no_index,1.0
y,no_index,41,6,29,no_index,1.0
y,no_index,41,6,31,no_index,1.0
y,no_index,44,6,44,no_index,1.0
y,no_index,47,6,20,no_index,1.0
y,no_index,48,6,21,no_index,1.0
y,no_index,49,6,38,no_index,1.0
y,no_index,49,6,39,no_index,1.0
y,no_index,49,6,40,no_index,1.0
y,no_index,49,6,41,no_index,1.0
y,no_index,49,6,49,no_index,1.0
y,no_index,49,6,50,no_index,1.0
wm,no_index,no_index,no_index,no_index,1,105002.84646942843
wm,no_index,no_index,no_index,no_index,2,72396.88640076417
wm,no_index,no_index,no_index,no_index,3,5332.49536678925
wm,no_index,no_index,no_index,no_index,6,6243.142788253872
wm,no_index,no_index,no_index,no_index,7,33237.64998989129
wm,no_index,no_index,no_index,no_index,9,68519.55515880875
wm,no_index,no_index,no_index,no_index,10,11539.123826064084
z,1,1,1,22,no_index,1.0
z,1,2,1,23,no_index,1.0
z,2,6,1,18,no_index,1.0
z,2,40,1,24,no_index,1.0
z,4,40,1,33,no_index,1.0
z,6,21,1,19,no_index,1.0
z,7,40,1,13,no_index,1.0
z,8,7,1,12,no_index,1.0
z,17,8,1,11,no_index,1.0
z,17,35,1,28,no_index,1.0
z,20,4,1,32,no_index,1.0
z,20,21,1,40,no_index,1.0
z,20,27,1,15,no_index,1.0
z,20,46,1,42,no_index,1.0
z,21,20,1,31,no_index,1.0
z,21,20,1,41,no_index,1.0
z,21,45,1,20,no_index,1.0
z,23,17,1,10,no_index,1.0
z,23,23,1,1,no_index,1.0
z,23,23,1,2,no_index,1.0
z,23,23,1,3,no_index,1.0
z,23,23,1,4,no_index,1.0
z,23,23,1,5,no_index,1.0
z,23,23,1,6,no_index,1.0
z,23,23,1,7,no_index,1.0
z,23,23,1,8,no_index,1.0
z,23,23,1,9,no_index,1.0
z,24,38,1,35,no_index,1.0
z,24,48,1,37,no_index,1.0
z,27,2,1,17,no_index,1.0
z,27,27,1,16,no_index,1.0
z,30,30,1,45,no_index,1.0
z,30,30,1,46,no_index,1.0
z,30,30,1,47,no_index,1.0
z,30,30,1,48,no_index,1.0
z,30,30,1,49,no_index,1.0
z,30,30,1,50,no_index,1.0
z,32,21,1,30,no_index,1.0
z,35,32,1,29,no_index,1.0
z,38,24,1,36,no_index,1.0
z,40,20,1,14,no_index,1.0
z,40,24,1,34,no_index,1.0
z,40,47,1,25,no_index,1.0
z,45,1,1,21,no_index,1.0
z,46,30,1,44,no_index,1.0
z,46,46,1,43,no_index,1.0
z,47,17,1,27,no_index,1.0
z,47,47,1,26,no_index,1.0
z,48,20,1,39,no_index,1.0
z,48,48,1,38,no_index,1.0
z,1,1,2,41,no_index,1.0
z,1,50,2,42,no_index,1.0
z,6,33,2,24,no_index,1.0
z,8,31,2,29,no_index,1.0
z,8,43,2,20,no_index,1.0
z,9,9,2,16,no_index,1.0
z,9,35,2,17,no_index,1.0
z,12,26,2,34,no_index,1.0
z,16,8,2,28,no_index,1.0
z,16,9,2,15,no_index,1.0
z,19,19,2,1,no_index,1.0
z,19,19,2,2,no_index,1.0
z,19,19,2,3,no_index,1.0
z,19,19,2,4,no_index,1.0
z,19,19,2,5,no_index,1.0
z,19,19,2,6,no_index,1.0
z,19,33,2,7,no_index,1.0
z,21,21,2,11,no_index,1.0
z,21,32,2,12,no_index,1.0
z,22,22,2,50,no_index,1.0
z,22,34,2,39,no_index,1.0
z,24,6,2,23,no_index,1.0
z,26,43,2,35,no_index,1.0
z,27,24,2,22,no_index,1.0
z,29,16,2,27,no_index,1.0
z,29,29,2,26,no_index,1.0
z,31,31,2,30,no_index,1.0
z,31,34,2,31,no_index,1.0
z,32,33,2,13,no_index,1.0
z,33,8,2,19,no_index,1.0
z,33,16,2,14,no_index,1.0
z,33,21,2,10,no_index,1.0
z,33,29,2,25,no_index,1.0
z,33,33,2,8,no_index,1.0
z,33,33,2,9,no_index,1.0
z,34,1,2,40,no_index,1.0
z,34,49,2,32,no_index,1.0
z,35,33,2,18,no_index,1.0
z,36,36,2,44,no_index,1.0
z,36,36,2,45,no_index,1.0
z,36,36,2,46,no_index,1.0
z,36,36,2,47,no_index,1.0
z,36,46,2,48,no_index,1.0
z,43,22,2,38,no_index,1.0
z,43,27,2,21,no_index,1.0
z,43,44,2,36,no_index,1.0
z,44,43,2,37,no_index,1.0
z,46,22,2,49,no_index,1.0
z,49,12,2,33,no_index,1.0
z,50,36,2,43,no_index,1.0
z,2,2,3,32,no_index,1.0
z,2,2,3,33,no_index,1.0
z,2,31,3,34,no_index,1.0
z,5,5,3,45,no_index,1.0
z,5,5,3,46,no_index,1.0
z,5,5,3,47,no_index,1.0
z,5,5,3,48,no_index,1.0
z,5,11,3,49,no_index,1.0
z,7,28,3,26,no_index,1.0
z,8,7,3,25,no_index,1.0
z,9,9,3,1,no_index,1.0
z,9,9,3,2,no_index,1.0
z,9,9,3,3,no_index,1.0
z,9,9,3,4,no_index,1.0
z,9,9,3,5,no_index,1.0
z,9,9,3,6,no_index,1.0
z,9,9,3,7,no_index,1.0
z,9,14,3,8,no_index,1.0
z,11,44,3,50,no_index,1.0
z,12,12,3,11,no_index,1.0
z,12,14,3,18,no_index,1.0
z,12,23,3,12,no_index,1.0
z,13,19,3,22,no_index,1.0
z,14,12,3,10,no_index,1.0
z,14,14,3,9,no_index,1.0
z,14,28,3,19,no_index,1.0
z,14,43,3,15,no_index,1.0
z,16,30,3,36,no_index,1.0
z,18,5,3,44,no_index,1.0
z,18,18,3,40,no_index,1.0
z,18,18,3,41,no_index,1.0
z,18,18,3,42,no_index,1.0
z,18,18,3,43,no_index,1.0
z,19,32,3,23,no_index,1.0
z,23,28,3,13,no_index,1.0
z,26,13,3,21,no_index,1.0
z,26,27,3,29,no_index,1.0
z,27,50,3,30,no_index,1.0
z,28,14,3,14,no_index,1.0
z,28,26,3,20,no_index,1.0
z,28,42,3,27,no_index,1.0
z,29,18,3,39,no_index,1.0
z,30,50,3,37,no_index,1.0
z,31,16,3,35,no_index,1.0
z,32,8,3,24,no_index,1.0
z,42,26,3,28,no_index,1.0
z,43,12,3,17,no_index,1.0
z,43,43,3,16,no_index,1.0
z,50,2,3,31,no_index,1.0
z,50,29,3,38,no_index,1.0
z,2,18,4,30,no_index,1.0
z,7,2,4,29,no_index,1.0
z,7,31,4,39,no_index,1.0
z,10,10,4,1,no_index,1.0
z,10,10,4,2,no_index,1.0
z,10,10,4,3,no_index,1.0
z,10,10,4,4,no_index,1.0
z,10,10,4,5,no_index,1.0
z,10,40,4,6,no_index,1.0
z,11,15,4,36,no_index,1.0
z,14,25,4,25,no_index,1.0
z,15,31,4,37,no_index,1.0
z,16,16,4,17,no_index,1.0
z,16,42,4,18,no_index,1.0
z,18,18,4,31,no_index,1.0
z,18,39,4,32,no_index,1.0
z,22,29,4,34,no_index,1.0
z,25,16,4,16,no_index,1.0
z,25,25,4,13,no_index,1.0
z,25,25,4,14,no_index,1.0
z,25,25,4,15,no_index,1.0
z,25,25,4,26,no_index,1.0
z,25,34,4,27,no_index,1.0
z,29,11,4,35,no_index,1.0
z,31,7,4,38,no_index,1.0
z,31,31,4,40,no_index,1.0
z,31,39,4,41,no_index,1.0
z,34,7,4,28,no_index,1.0
z,39,22,4,33,no_index,1.0
z,39,39,4,42,no_index,1.0
z,39,39,4,43,no_index,1.0
z,39,39,4,44,no_index,1.0
z,39,39,4,45,no_index,1.0
z,39,39,4,46,no_index,1.0
z,39,39,4,47,no_index,1.0
z,39,39,4,48,no_index,1.0
