variable_name,i,j,l,s,t,value
x,no_index,1,1,37,no_index,4325.340769230774
x,no_index,3,1,7,no_index,2574.0
x,no_index,3,1,19,no_index,5696.0
x,no_index,4,1,40,no_index,4325.340769230774
x,no_index,7,1,39,no_index,4325.340769230774
x,no_index,8,1,14,no_index,6741.65923076923
x,no_index,10,1,3,no_index,2613.659230769231
x,no_index,10,1,8,no_index,7295.340769230769
x,no_index,11,1,41,no_index,4786.34076923077
x,no_index,11,1,49,no_index,7165.65923076923
x,no_index,13,1,25,no_index,4381.0
x,no_index,13,1,33,no_index,3956.65923076923
x,no_index,13,1,38,no_index,4325.340769230774
x,no_index,14,1,9,no_index,6025.340769230768
x,no_index,15,1,27,no_index,4544.34076923077
x,no_index,16,1,17,no_index,5696.0
x,no_index,17,1,22,no_index,2389.4639449631777
x,no_index,20,1,13,no_index,7126.65923076923
x,no_index,20,1,44,no_index,4786.34076923077
x,no_index,22,1,43,no_index,7218.681538461544
x,no_index,23,1,20,no_index,5696.0
x,no_index,23,1,24,no_index,3683.0
x,no_index,25,1,11,no_index,7006.0
x,no_index,25,1,32,no_index,3956.65923076923
x,no_index,27,1,15,no_index,6741.65923076923
x,no_index,27,1,16,no_index,5694.0
x,no_index,27,1,23,no_index,3683.0
x,no_index,27,1,29,no_index,4544.34076923077
x,no_index,34,1,36,no_index,11557.65923076923
x,no_index,35,1,26,no_index,4544.34076923077
x,no_index,37,1,12,no_index,6741.65923076923
x,no_index,38,1,35,no_index,3956.65923076923
x,no_index,38,1,42,no_index,4786.34076923077
x,no_index,40,1,6,no_index,7295.340769230769
x,no_index,40,1,18,no_index,5696.0
x,no_index,40,1,34,no_index,3454.659230769228
x,no_index,42,1,21,no_index,3683.0
x,no_index,42,1,30,no_index,7463.0
x,no_index,44,1,45,no_index,4786.34076923077
x,no_index,45,1,5,no_index,7031.659230769229
x,no_index,45,1,10,no_index,7295.340769230769
x,no_index,46,1,46,no_index,2443.102386980119
x,no_index,46,1,48,no_index,8544.89761301988
x,no_index,47,1,28,no_index,4544.34076923077
x,no_index,48,1,31,no_index,3956.65923076923
x,no_index,2,2,24,no_index,3683.0
x,no_index,2,2,33,no_index,2031.8336118596144
x,no_index,2,2,34,no_index,1924.825618909616
x,no_index,4,2,44,no_index,4786.34076923077
x,no_index,5,2,48,no_index,11196.0
x,no_index,6,2,7,no_index,7295.340769230769
x,no_index,7,2,23,no_index,3683.0
x,no_index,8,2,20,no_index,5696.0
x,no_index,8,2,21,no_index,6306.340769230768
x,no_index,14,2,13,no_index,6741.65923076923
x,no_index,14,2,19,no_index,5696.0
x,no_index,15,2,38,no_index,4529.65923076923
x,no_index,17,2,9,no_index,5744.876824267592
x,no_index,17,2,14,no_index,6741.65923076923
x,no_index,18,2,29,no_index,4544.34076923077
x,no_index,18,2,35,no_index,3956.65923076923
x,no_index,21,2,10,no_index,7295.340769230769
x,no_index,21,2,15,no_index,6741.65923076923
x,no_index,21,2,37,no_index,3972.0
x,no_index,23,2,5,no_index,4503.659230769229
x,no_index,23,2,6,no_index,7295.340769230769
x,no_index,24,2,26,no_index,4747.318461538456
x,no_index,28,2,25,no_index,3683.0
x,no_index,28,2,28,no_index,4544.34076923077
x,no_index,29,2,11,no_index,7671.0
x,no_index,30,2,40,no_index,4325.340769230774
x,no_index,30,2,42,no_index,4786.34076923077
x,no_index,30,2,47,no_index,8363.318461538456
x,no_index,32,2,12,no_index,6741.65923076923
x,no_index,32,2,27,no_index,2170.9719151884747
x,no_index,33,2,8,no_index,7295.340769230769
x,no_index,33,2,16,no_index,5696.0
x,no_index,36,2,49,no_index,9030.0
x,no_index,39,2,43,no_index,4786.34076923077
x,no_index,39,2,46,no_index,8343.65923076923
x,no_index,41,2,30,no_index,4544.34076923077
x,no_index,42,2,18,no_index,5696.0
x,no_index,43,2,17,no_index,5696.0
x,no_index,47,2,22,no_index,3683.0
x,no_index,49,2,32,no_index,3956.6592307692313
x,no_index,49,2,39,no_index,4325.340769230774
x,no_index,49,2,41,no_index,4786.34076923077
x,no_index,49,2,50,no_index,9074.659230769234
x,no_index,50,2,31,no_index,3956.65923076923
x,no_index,50,2,36,no_index,4325.340769230774
x,no_index,50,2,45,no_index,3766.0
x,no_index,1,3,42,no_index,2524.177627552246
x,no_index,1,3,43,no_index,2262.1631416785235
x,no_index,1,3,46,no_index,9894.318461538456
x,no_index,2,3,30,no_index,4925.34076923077
x,no_index,4,3,48,no_index,2016.6317472677
x,no_index,4,3,49,no_index,8371.686714270756
x,no_index,6,3,14,no_index,6741.659230769231
x,no_index,7,3,13,no_index,6741.65923076923
x,no_index,7,3,17,no_index,5696.0
x,no_index,9,3,1,no_index,6145.659230769231
x,no_index,9,3,7,no_index,7295.340769230769
x,no_index,12,3,2,no_index,6925.659230769231
x,no_index,12,3,9,no_index,6925.340769230769
x,no_index,16,3,8,no_index,7295.340769230768
x,no_index,16,3,31,no_index,3956.65923076923
x,no_index,18,3,37,no_index,4009.65923076923
x,no_index,18,3,45,no_index,4786.34076923077
x,no_index,19,3,5,no_index,6925.659230769231
x,no_index,19,3,6,no_index,7295.340769230769
x,no_index,22,3,47,no_index,10388.318461538456
x,no_index,24,3,40,no_index,4325.340769230774
x,no_index,24,3,41,no_index,4786.34076923077
x,no_index,25,3,28,no_index,4544.34076923077
x,no_index,26,3,16,no_index,5696.0
x,no_index,26,3,26,no_index,4544.34076923077
x,no_index,26,3,33,no_index,3956.65923076923
x,no_index,28,3,11,no_index,8477.65923076923
x,no_index,29,3,18,no_index,5696.0
x,no_index,31,3,29,no_index,4544.34076923077
x,no_index,31,3,32,no_index,7073.318461538456
x,no_index,31,3,36,no_index,4325.340769230774
x,no_index,32,3,23,no_index,2772.3688540422954
x,no_index,33,3,21,no_index,4199.659230769229
x,no_index,34,3,27,no_index,4544.34076923077
x,no_index,35,3,15,no_index,6741.659230769229
x,no_index,35,3,19,no_index,5696.0
x,no_index,35,3,24,no_index,3683.0
x,no_index,37,3,10,no_index,2002.34076923077
x,no_index,41,3,25,no_index,3683.0
x,no_index,41,3,35,no_index,3956.65923076923
x,no_index,43,3,12,no_index,6741.65923076923
x,no_index,43,3,34,no_index,6025.340769230768
x,no_index,44,3,38,no_index,4325.34076923077
x,no_index,44,3,50,no_index,10171.31846153846
x,no_index,47,3,20,no_index,6010.65923076923
x,no_index,48,3,22,no_index,4348.0
x,no_index,48,3,39,no_index,4325.340769230774
y,no_index,1,1,37,no_index,1.0
y,no_index,3,1,7,no_index,1.0
y,no_index,3,1,19,no_index,1.0
y,no_index,4,1,40,no_index,1.0
y,no_index,7,1,39,no_index,1.0
y,no_index,8,1,14,no_index,1.0
y,no_index,10,1,1,no_index,1.0
y,no_index,10,1,2,no_index,1.0
y,no_index,10,1,3,no_index,1.0
y,no_index,10,1,4,no_index,1.0
y,no_index,10,1,8,no_index,1.0
y,no_index,11,1,41,no_index,1.0
y,no_index,11,1,49,no_index,1.0
y,no_index,11,1,50,no_index,1.0
y,no_index,13,1,25,no_index,1.0
y,no_index,13,1,33,no_index,1.0
y,no_index,13,1,38,no_index,1.0
y,no_index,14,1,9,no_index,1.0
y,no_index,15,1,27,no_index,1.0
y,no_index,16,1,17,no_index,1.0
y,no_index,17,1,22,no_index,1.0
y,no_index,20,1,13,no_index,1.0
y,no_index,20,1,44,no_index,1.0
y,no_index,22,1,43,no_index,1.0
y,no_index,23,1,20,no_index,1.0
y,no_index,23,1,24,no_index,1.0
y,no_index,25,1,11,no_index,1.0
y,no_index,25,1,32,no_index,1.0
y,no_index,27,1,15,no_index,1.0
y,no_index,27,1,16,no_index,1.0
y,no_index,27,1,23,no_index,1.0
y,no_index,27,1,29,no_index,1.0
y,no_index,34,1,36,no_index,1.0
y,no_index,35,1,26,no_index,1.0
y,no_index,37,1,12,no_index,1.0
y,no_index,38,1,35,no_index,1.0
y,no_index,38,1,42,no_index,1.0
y,no_index,40,1,6,no_index,1.0
y,no_index,40,1,18,no_index,1.0
y,no_index,40,1,34,no_index,1.0
y,no_index,42,1,21,no_index,1.0
y,no_index,42,1,30,no_index,1.0
y,no_index,44,1,45,no_index,1.0
y,no_index,45,1,5,no_index,1.0
y,no_index,45,1,10,no_index,1.0
y,no_index,46,1,46,no_index,1.0
y,no_index,46,1,47,no_index,1.0
y,no_index,46,1,48,no_index,1.0
y,no_index,47,1,28,no_index,1.0
y,no_index,48,1,31,no_index,1.0
y,no_index,2,2,24,no_index,1.0
y,no_index,2,2,33,no_index,1.0
y,no_index,2,2,34,no_index,1.0
y,no_index,4,2,44,no_index,1.0
y,no_index,5,2,48,no_index,1.0
y,no_index,6,2,7,no_index,1.0
y,no_index,7,2,23,no_index,1.0
y,no_index,8,2,20,no_index,1.0
y,no_index,8,2,21,no_index,1.0
y,no_index,14,2,13,no_index,1.0
y,no_index,14,2,19,no_index,1.0
y,no_index,15,2,38,no_index,1.0
y,no_index,17,2,9,no_index,1.0
y,no_index,17,2,14,no_index,1.0
y,no_index,18,2,29,no_index,1.0
y,no_index,18,2,35,no_index,1.0
y,no_index,21,2,10,no_index,1.0
y,no_index,21,2,15,no_index,1.0
y,no_index,21,2,37,no_index,1.0
y,no_index,23,2,1,no_index,1.0
y,no_index,23,2,2,no_index,1.0
y,no_index,23,2,3,no_index,1.0
y,no_index,23,2,4,no_index,1.0
y,no_index,23,2,5,no_index,1.0
y,no_index,23,2,6,no_index,1.0
y,no_index,24,2,26,no_index,1.0
y,no_index,28,2,25,no_index,1.0
y,no_index,28,2,28,no_index,1.0
y,no_index,29,2,11,no_index,1.0
y,no_index,30,2,40,no_index,1.0
y,no_index,30,2,42,no_index,1.0
y,no_index,30,2,47,no_index,1.0
y,no_index,32,2,12,no_index,1.0
y,no_index,32,2,27,no_index,1.0
y,no_index,33,2,8,no_index,1.0
y,no_index,33,2,16,no_index,1.0
y,no_index,36,2,49,no_index,1.0
y,no_index,39,2,43,no_index,1.0
y,no_index,39,2,46,no_index,1.0
y,no_index,41,2,30,no_index,1.0
y,no_index,42,2,18,no_index,1.0
y,no_index,43,2,17,no_index,1.0
y,no_index,47,2,22,no_index,1.0
y,no_index,49,2,32,no_index,1.0
y,no_index,49,2,39,no_index,1.0
y,no_index,49,2,41,no_index,1.0
y,no_index,49,2,50,no_index,1.0
y,no_index,50,2,31,no_index,1.0
y,no_index,50,2,36,no_index,1.0
y,no_index,50,2,45,no_index,1.0
y,no_index,1,3,42,no_index,1.0
y,no_index,1,3,43,no_index,1.0
y,no_index,1,3,44,no_index,1.0
y,no_index,1,3,46,no_index,1.0
y,no_index,2,3,30,no_index,1.0
y,no_index,4,3,48,no_index,1.0
y,no_index,4,3,49,no_index,1.0
y,no_index,6,3,14,no_index,1.0
y,no_index,7,3,13,no_index,1.0
y,no_index,7,3,17,no_index,1.0
y,no_index,9,3,1,no_index,1.0
y,no_index,9,3,7,no_index,1.0
y,no_index,12,3,2,no_index,1.0
y,no_index,12,3,3,no_index,1.0
y,no_index,12,3,4,no_index,1.0
y,no_index,12,3,9,no_index,1.0
y,no_index,16,3,8,no_index,1.0
y,no_index,16,3,31,no_index,1.0
y,no_index,18,3,37,no_index,1.0
y,no_index,18,3,45,no_index,1.0
y,no_index,19,3,5,no_index,1.0
y,no_index,19,3,6,no_index,1.0
y,no_index,22,3,47,no_index,1.0
y,no_index,24,3,40,no_index,1.0
y,no_index,24,3,41,no_index,1.0
y,no_index,25,3,28,no_index,1.0
y,no_index,26,3,16,no_index,1.0
y,no_index,26,3,26,no_index,1.0
y,no_index,26,3,33,no_index,1.0
y,no_index,28,3,11,no_index,1.0
y,no_index,29,3,18,no_index,1.0
y,no_index,31,3,29,no_index,1.0
y,no_index,31,3,32,no_index,1.0
y,no_index,31,3,36,no_index,1.0
y,no_index,32,3,23,no_index,1.0
y,no_index,33,3,21,no_index,1.0
y,no_index,34,3,27,no_index,1.0
y,no_index,35,3,15,no_index,1.0
y,no_index,35,3,19,no_index,1.0
y,no_index,35,3,24,no_index,1.0
y,no_index,37,3,10,no_index,1.0
y,no_index,41,3,25,no_index,1.0
y,no_index,41,3,35,no_index,1.0
y,no_index,43,3,12,no_index,1.0
y,no_index,43,3,34,no_index,1.0
y,no_index,44,3,38,no_index,1.0
y,no_index,44,3,50,no_index,1.0
y,no_index,47,3,20,no_index,1.0
y,no_index,48,3,22,no_index,1.0
y,no_index,48,3,39,no_index,1.0
wm,no_index,no_index,no_index,no_index,1,70857.61461538459
wm,no_index,no_index,no_index,no_index,2,8778.263175732402
wm,no_index,no_index,no_index,no_index,3,563.9999999999709
wm,no_index,no_index,no_index,no_index,4,19250.910769230763
wm,no_index,no_index,no_index,no_index,5,47459.73720099451
wm,no_index,no_index,no_index,no_index,6,35709.19039250382
wm,no_index,no_index,no_index,no_index,7,44926.99999999999
wm,no_index,no_index,no_index,no_index,8,33355.843846153795
wm,no_index,no_index,no_index,no_index,9,41369.13999999998
z,1,13,1,38,no_index,1.0
z,3,10,1,8,no_index,1.0
z,3,23,1,20,no_index,1.0
z,4,11,1,41,no_index,1.0
z,7,4,1,40,no_index,1.0
z,8,27,1,15,no_index,1.0
z,10,10,1,1,no_index,1.0
z,10,10,1,2,no_index,1.0
z,10,10,1,3,no_index,1.0
z,10,10,1,4,no_index,1.0
z,10,14,1,9,no_index,1.0
z,10,45,1,5,no_index,1.0
z,11,11,1,50,no_index,1.0
z,11,38,1,42,no_index,1.0
z,13,7,1,39,no_index,1.0
z,13,35,1,26,no_index,1.0
z,13,40,1,34,no_index,1.0
z,14,45,1,10,no_index,1.0
z,15,47,1,28,no_index,1.0
z,16,40,1,18,no_index,1.0
z,17,27,1,23,no_index,1.0
z,20,8,1,14,no_index,1.0
z,20,44,1,45,no_index,1.0
z,22,20,1,44,no_index,1.0
z,23,13,1,25,no_index,1.0
z,23,42,1,21,no_index,1.0
z,25,13,1,33,no_index,1.0
z,25,37,1,12,no_index,1.0
z,27,16,1,17,no_index,1.0
z,27,23,1,24,no_index,1.0
z,27,27,1,16,no_index,1.0
z,27,42,1,30,no_index,1.0
z,34,1,1,37,no_index,1.0
z,35,15,1,27,no_index,1.0
z,37,20,1,13,no_index,1.0
z,38,22,1,43,no_index,1.0
z,38,34,1,36,no_index,1.0
z,40,3,1,7,no_index,1.0
z,40,3,1,19,no_index,1.0
z,40,38,1,35,no_index,1.0
z,42,17,1,22,no_index,1.0
z,42,48,1,31,no_index,1.0
z,44,46,1,46,no_index,1.0
z,45,25,1,11,no_index,1.0
z,45,40,1,6,no_index,1.0
z,46,11,1,49,no_index,1.0
z,46,46,1,47,no_index,1.0
z,46,46,1,48,no_index,1.0
z,47,27,1,29,no_index,1.0
z,48,25,1,32,no_index,1.0
z,2,2,2,34,no_index,1.0
z,2,18,2,35,no_index,1.0
z,2,28,2,25,no_index,1.0
z,4,50,2,45,no_index,1.0
z,5,36,2,49,no_index,1.0
z,6,33,2,8,no_index,1.0
z,7,2,2,24,no_index,1.0
z,8,8,2,21,no_index,1.0
z,8,47,2,22,no_index,1.0
z,14,8,2,20,no_index,1.0
z,14,17,2,14,no_index,1.0
z,15,49,2,39,no_index,1.0
z,17,21,2,10,no_index,1.0
z,17,21,2,15,no_index,1.0
z,18,41,2,30,no_index,1.0
z,18,50,2,36,no_index,1.0
z,21,15,2,38,no_index,1.0
z,21,29,2,11,no_index,1.0
z,21,33,2,16,no_index,1.0
z,23,6,2,7,no_index,1.0
z,23,23,2,1,no_index,1.0
z,23,23,2,2,no_index,1.0
z,23,23,2,3,no_index,1.0
z,23,23,2,4,no_index,1.0
z,23,23,2,5,no_index,1.0
z,23,23,2,6,no_index,1.0
z,24,32,2,27,no_index,1.0
z,28,18,2,29,no_index,1.0
z,28,24,2,26,no_index,1.0
z,29,32,2,12,no_index,1.0
z,30,5,2,48,no_index,1.0
z,30,39,2,43,no_index,1.0
z,30,49,2,41,no_index,1.0
z,32,14,2,13,no_index,1.0
z,32,28,2,28,no_index,1.0
z,33,17,2,9,no_index,1.0
z,33,43,2,17,no_index,1.0
z,36,49,2,50,no_index,1.0
z,39,4,2,44,no_index,1.0
z,39,30,2,47,no_index,1.0
z,41,50,2,31,no_index,1.0
z,42,14,2,19,no_index,1.0
z,43,42,2,18,no_index,1.0
z,47,7,2,23,no_index,1.0
z,49,2,2,33,no_index,1.0
z,49,30,2,40,no_index,1.0
z,49,30,2,42,no_index,1.0
z,50,21,2,37,no_index,1.0
z,50,39,2,46,no_index,1.0
z,50,49,2,32,no_index,1.0
z,1,1,3,43,no_index,1.0
z,1,1,3,44,no_index,1.0
z,1,18,3,45,no_index,1.0
z,1,22,3,47,no_index,1.0
z,2,16,3,31,no_index,1.0
z,4,4,3,49,no_index,1.0
z,4,44,3,50,no_index,1.0
z,6,35,3,15,no_index,1.0
z,7,6,3,14,no_index,1.0
z,7,29,3,18,no_index,1.0
z,9,9,3,1,no_index,1.0
z,9,12,3,2,no_index,1.0
z,9,16,3,8,no_index,1.0
z,12,12,3,3,no_index,1.0
z,12,12,3,4,no_index,1.0
z,12,19,3,5,no_index,1.0
z,12,37,3,10,no_index,1.0
z,16,12,3,9,no_index,1.0
z,16,31,3,32,no_index,1.0
z,18,1,3,46,no_index,1.0
z,18,44,3,38,no_index,1.0
z,19,9,3,7,no_index,1.0
z,19,19,3,6,no_index,1.0
z,22,4,3,48,no_index,1.0
z,24,1,3,42,no_index,1.0
z,24,24,3,41,no_index,1.0
z,25,31,3,29,no_index,1.0
z,26,7,3,17,no_index,1.0
z,26,34,3,27,no_index,1.0
z,26,43,3,34,no_index,1.0
z,28,43,3,12,no_index,1.0
z,29,35,3,19,no_index,1.0
z,31,2,3,30,no_index,1.0
z,31,18,3,37,no_index,1.0
z,31,26,3,33,no_index,1.0
z,32,35,3,24,no_index,1.0
z,33,48,3,22,no_index,1.0
z,34,25,3,28,no_index,1.0
z,35,26,3,16,no_index,1.0
z,35,41,3,25,no_index,1.0
z,35,47,3,20,no_index,1.0
z,37,28,3,11,no_index,1.0
z,41,26,3,26,no_index,1.0
z,41,31,3,36,no_index,1.0
z,43,7,3,13,no_index,1.0
z,43,41,3,35,no_index,1.0
z,44,48,3,39,no_index,1.0
z,47,33,3,21,no_index,1.0
z,48,24,3,40,no_index,1.0
z,48,32,3,23,no_index,1.0
theta,no_index,no_index,no_index,no_index,no_index,192659699.35872015
alpha,no_index,no_index,no_index,no_index,1,360.13428
alpha,no_index,no_index,no_index,no_index,2,379.35772
alpha,no_index,no_index,no_index,no_index,3,350.56627999999995
alpha,no_index,no_index,no_index,no_index,4,296.19200000000006
alpha,no_index,no_index,no_index,no_index,5,191.516
alpha,no_index,no_index,no_index,no_index,6,236.30572000000004
alpha,no_index,no_index,no_index,no_index,7,205.74628
alpha,no_index,no_index,no_index,no_index,8,224.9177200000002
alpha,no_index,no_index,no_index,no_index,9,248.88972
alpha,no_index,no_index,no_index,no_index,10,540.1925599999997
beta,no_index,2,no_index,no_index,6,19.811999999999983
beta,no_index,5,no_index,no_index,10,41.99944000000028
beta,no_index,8,no_index,no_index,5,136.4137199999999
beta,no_index,13,no_index,no_index,5,36.29599999999977
beta,no_index,15,no_index,no_index,8,10.624559999999748
beta,no_index,20,no_index,no_index,3,20.019999999999985
beta,no_index,22,no_index,no_index,9,126.48172000000022
beta,no_index,24,no_index,no_index,6,10.554839999999672
beta,no_index,25,no_index,no_index,3,13.745720000000006
beta,no_index,28,no_index,no_index,3,90.272
beta,no_index,29,no_index,no_index,3,48.32571999999993
beta,no_index,31,no_index,no_index,7,162.06627999999972
beta,no_index,33,no_index,no_index,5,26.866279999999875
beta,no_index,34,no_index,no_index,8,376.0805599999997
beta,no_index,42,no_index,no_index,6,151.77027999999987
beta,no_index,43,no_index,no_index,7,107.57144
beta,no_index,45,no_index,no_index,1,5.511999999999944
beta,no_index,46,no_index,no_index,10,31.18344000000025
beta,no_index,47,no_index,no_index,4,16.362279999999885
beta,no_index,48,no_index,no_index,5,34.579999999999785
