variable_name,i,j,l,s,t,value
x,no_index,2,1,26,no_index,2197.993716892667
x,no_index,2,1,34,no_index,5829.9438831355465
x,no_index,3,1,3,no_index,4014.528058432227
x,no_index,3,1,28,no_index,4255.471941567773
x,no_index,4,1,39,no_index,2391.9438831355446
x,no_index,4,1,47,no_index,9896.471941567772
x,no_index,5,1,36,no_index,1809.731756492456
x,no_index,8,1,30,no_index,4255.471941567773
x,no_index,9,1,1,no_index,4014.528058432227
x,no_index,9,1,9,no_index,9426.471941567772
x,no_index,10,1,8,no_index,5894.471941567774
x,no_index,12,1,2,no_index,4014.528058432227
x,no_index,13,1,23,no_index,2309.471941567773
x,no_index,14,1,10,no_index,1554.301851478067
x,no_index,15,1,44,no_index,7201.213242956321
x,no_index,17,1,6,no_index,7234.006283107332
x,no_index,17,1,14,no_index,7641.993716892668
x,no_index,19,1,4,no_index,4014.528058432227
x,no_index,23,1,15,no_index,7641.993716892668
x,no_index,26,1,20,no_index,4537.062399971786
x,no_index,27,1,18,no_index,4537.062399971786
x,no_index,27,1,25,no_index,2654.0
x,no_index,27,1,32,no_index,5829.9438831355465
x,no_index,28,1,19,no_index,4537.062399971786
x,no_index,29,1,11,no_index,6539.952684757452
x,no_index,33,1,12,no_index,7669.521775324891
x,no_index,34,1,31,no_index,5829.9438831355465
x,no_index,35,1,13,no_index,7641.993716892668
x,no_index,38,1,41,no_index,6351.056116864455
x,no_index,40,1,7,no_index,9521.478224675104
x,no_index,40,1,16,no_index,4537.062399971786
x,no_index,40,1,22,no_index,2387.45937535311
x,no_index,41,1,35,no_index,5829.9438831355465
x,no_index,43,1,21,no_index,2309.471941567773
x,no_index,43,1,40,no_index,3112.0
x,no_index,43,1,42,no_index,7211.5841752966835
x,no_index,44,1,37,no_index,2173.797772344795
x,no_index,44,1,43,no_index,7211.5841752966835
x,no_index,44,1,48,no_index,2173.7977723447693
x,no_index,44,1,49,no_index,7723.820280013752
x,no_index,46,1,50,no_index,10988.0
x,no_index,47,1,17,no_index,7673.056116864453
x,no_index,47,1,24,no_index,2309.471941567773
x,no_index,48,1,27,no_index,4255.471941567773
x,no_index,48,1,33,no_index,5982.584175296684
x,no_index,49,1,45,no_index,7211.5841752966835
x,no_index,49,1,46,no_index,10263.415824703316
x,no_index,50,1,29,no_index,4255.471941567773
x,no_index,50,1,38,no_index,2391.9438831355446
x,no_index,2,2,17,no_index,4537.062399971786
x,no_index,6,2,9,no_index,9499.937600028214
x,no_index,6,2,16,no_index,4537.062399971786
x,no_index,7,2,15,no_index,7641.993716892668
x,no_index,7,2,20,no_index,4537.062399971786
x,no_index,7,2,34,no_index,5875.0
x,no_index,8,2,18,no_index,4537.062399971786
x,no_index,8,2,25,no_index,2309.471941567773
x,no_index,11,2,36,no_index,2361.446512021719
x,no_index,14,2,14,no_index,7641.993716892668
x,no_index,15,2,22,no_index,1872.7867570436792
x,no_index,16,2,10,no_index,3476.0623999717864
x,no_index,16,2,33,no_index,5829.9438831355465
x,no_index,18,2,26,no_index,4255.471941567773
