variable_name,i,j,l,s,t,value
x,no_index,1,1,37,no_index,5850.333333333333
x,no_index,2,1,18,no_index,6812.666666666667
x,no_index,3,1,1,no_index,3097.2860000000046
x,no_index,4,1,40,no_index,5850.333333333333
x,no_index,6,1,8,no_index,8744.0
x,no_index,6,1,23,no_index,5293.0
x,no_index,7,1,17,no_index,6812.666666666667
x,no_index,7,1,31,no_index,3167.0
x,no_index,8,1,14,no_index,6489.666666666667
x,no_index,8,1,19,no_index,6812.666666666667
x,no_index,8,1,22,no_index,2585.333333333333
x,no_index,9,1,2,no_index,2368.9713960133204
x,no_index,9,1,3,no_index,2328.02860398668
x,no_index,11,1,43,no_index,3725.6666666666665
x,no_index,12,1,33,no_index,3167.0
x,no_index,13,1,16,no_index,6812.666666666667
x,no_index,13,1,39,no_index,5850.333333333333
x,no_index,14,1,10,no_index,5160.666666666667
x,no_index,15,1,36,no_index,5850.333333333333
x,no_index,16,1,7,no_index,8744.0
x,no_index,19,1,4,no_index,2352.7929467872264
x,no_index,19,1,5,no_index,744.4930532127782
x,no_index,19,1,12,no_index,6489.666666666667
x,no_index,20,1,42,no_index,5423.333333333333
x,no_index,21,1,21,no_index,3414.6666666666665
x,no_index,23,1,15,no_index,6489.666666666667
x,no_index,23,1,25,no_index,2847.0473333333293
x,no_index,24,1,44,no_index,5423.333333333333
x,no_index,26,1,30,no_index,2856.333333333333
x,no_index,30,1,46,no_index,8226.333333333334
x,no_index,31,1,38,no_index,9919.666666666666
x,no_index,32,1,13,no_index,6243.333333333333
x,no_index,33,1,6,no_index,3888.6666666666665
x,no_index,33,1,11,no_index,6489.666666666667
x,no_index,34,1,35,no_index,3167.0
x,no_index,35,1,20,no_index,6812.666666666667
x,no_index,35,1,24,no_index,2585.333333333333
x,no_index,38,1,29,no_index,3319.6666666666665
x,no_index,40,1,9,no_index,8744.0
x,no_index,43,1,41,no_index,6221.0
x,no_index,46,1,32,no_index,3167.0
x,no_index,46,1,49,no_index,7821.0
x,no_index,47,1,28,no_index,2856.333333333333
x,no_index,48,1,27,no_index,2856.333333333333
x,no_index,49,1,34,no_index,3167.0
x,no_index,49,1,48,no_index,7702.333333333333
x,no_index,50,1,26,no_index,2856.333333333333
x,no_index,50,1,45,no_index,5423.333333333333
x,no_index,1,2,46,no_index,8226.333333333334
x,no_index,2,2,23,no_index,2585.333333333333
x,no_index,2,2,31,no_index,3167.0
x,no_index,4,2,41,no_index,5423.333333333333
x,no_index,4,2,49,no_index,8226.333333333334
x,no_index,7,2,24,no_index,3976.6666666666665
x,no_index,9,2,8,no_index,8744.0
x,no_index,10,2,3,no_index,3097.286000000004
x,no_index,10,2,6,no_index,6811.713999999996
x,no_index,12,2,9,no_index,5001.380666666668
x,no_index,14,2,12,no_index,6489.666666666667
x,no_index,14,2,19,no_index,6812.666666666667
x,no_index,19,2,10,no_index,4634.04733333333
x,no_index,22,2,38,no_index,5850.333333333333
x,no_index,22,2,43,no_index,5423.333333333333
x,no_index,22,2,48,no_index,6333.333333333333
x,no_index,24,2,25,no_index,2585.333333333333
x,no_index,24,2,40,no_index,5850.333333333333
x,no_index,25,2,13,no_index,6489.666666666667
x,no_index,26,2,18,no_index,6812.666666666667
x,no_index,26,2,33,no_index,4528.0
x,no_index,27,2,30,no_index,2856.333333333333
x,no_index,27,2,34,no_index,4504.333333333333
x,no_index,28,2,26,no_index,3402.6666666666665
x,no_index,29,2,17,no_index,6812.666666666667
x,no_index,29,2,32,no_index,2446.629620116807
x,no_index,30,2,45,no_index,9248.666666666666
x,no_index,33,2,16,no_index,6812.666666666667
