variable_name,i,j,l,s,t,value
x,no_index,2,1,19,no_index,4511.933489159263
x,no_index,2,1,21,no_index,3649.320064723177
x,no_index,2,1,33,no_index,4403.7464461175605
x,no_index,3,1,32,no_index,3758.0665108407466
x,no_index,6,1,7,no_index,2237.604593324344
x,no_index,6,1,9,no_index,5790.91768196811
x,no_index,6,1,17,no_index,6008.477724707546
x,no_index,8,1,20,no_index,4511.933489159263
x,no_index,8,1,29,no_index,2557.915033264443
x,no_index,15,1,24,no_index,1374.2020338124505
x,no_index,17,1,10,no_index,8028.522275292454
x,no_index,17,1,11,no_index,4260.700072010123
x,no_index,18,1,39,no_index,5468.544235548296
x,no_index,18,1,42,no_index,4115.657975020969
x,no_index,19,1,12,no_index,4511.933489159253
x,no_index,20,1,36,no_index,5468.544235548296
x,no_index,21,1,6,no_index,8028.522275292454
x,no_index,21,1,14,no_index,4511.9334891592525
x,no_index,22,1,46,no_index,8022.797789430735
x,no_index,24,1,27,no_index,2463.797789430735
x,no_index,24,1,31,no_index,4403.7464461175605
x,no_index,24,1,37,no_index,5332.430961504953
x,no_index,30,1,40,no_index,5468.544235548296
x,no_index,30,1,41,no_index,3983.6579750209694
x,no_index,31,1,30,no_index,2463.797789430735
x,no_index,31,1,34,no_index,8010.657975020969
x,no_index,31,1,38,no_index,5468.544235548296
x,no_index,33,1,15,no_index,4511.9334891592525
x,no_index,33,1,18,no_index,4511.933489159263
x,no_index,35,1,23,no_index,16153.066510840748
x,no_index,38,1,45,no_index,4115.657975020969
x,no_index,39,1,26,no_index,2463.797789430735
x,no_index,42,1,16,no_index,2674.4342294964936
x,no_index,43,1,35,no_index,4403.7464461175605
x,no_index,43,1,44,no_index,4115.657975020969
x,no_index,44,1,43,no_index,4115.6579750209685
x,no_index,1,2,26,no_index,2043.4434054589403
x,no_index,1,2,27,no_index,420.3543839717948
x,no_index,4,2,42,no_index,1978.756049313426
x,no_index,4,2,45,no_index,4029.901925707544
x,no_index,4,2,47,no_index,8022.797789430735
x,no_index,5,2,40,no_index,1379.878118126035
x,no_index,5,2,43,no_index,1793.3240924432305
x,no_index,5,2,49,no_index,8022.797789430735
x,no_index,7,2,36,no_index,7018.386575563922
x,no_index,8,2,22,no_index,11674.151477576295
x,no_index,9,2,2,no_index,1799.503740022661
x,no_index,11,2,44,no_index,3929.202210569265
x,no_index,11,2,50,no_index,8022.797789430735
x,no_index,12,2,1,no_index,1786.5442355482935
x,no_index,12,2,8,no_index,7913.214225393977
x,no_index,13,2,20,no_index,4730.6579750209685
x,no_index,14,2,25,no_index,2636.445894750268
x,no_index,15,2,38,no_index,3584.1399911665803
x,no_index,19,2,4,no_index,1786.5442355482935
x,no_index,20,2,16,no_index,2040.709318334144
x,no_index,23,2,13,no_index,1573.7901646610007
x,no_index,23,2,14,no_index,9789.143324498256
x,no_index,24,2,41,no_index,1659.0248029467512
x,no_index,25,2,30,no_index,2400.827896706456
x,no_index,25,2,33,no_index,4120.972690915844
x,no_index,26,2,23,no_index,2058.2616581417115
x,no_index,26,2,35,no_index,4403.7464461175605
x,no_index,28,2,12,no_index,4511.933489159253
x,no_index,33,2,9,no_index,8167.133021681485
x,no_index,37,2,7,no_index,8744.0
x,no_index,39,2,48,no_index,8022.797789430735
x,no_index,40,2,11,no_index,4050.446603306672
x,no_index,40,2,29,no_index,2463.797789430735
x,no_index,41,2,21,no_index,1596.6850449788071
x,no_index,42,2,28,no_index,11744.32291034074
x,no_index,43,2,24,no_index,2198.53645574005
x,no_index,43,2,37,no_index,5468.544235548296
x,no_index,44,2,46,no_index,8022.797789430735
x,no_index,45,2,10,no_index,8028.522275292454
x,no_index,48,2,17,no_index,1396.0127129865705
x,no_index,48,2,39,no_index,5468.544235548296
x,no_index,1,3,33,no_index,4403.7464461175605
x,no_index,7,3,16,no_index,4511.933489159263
x,no_index,7,3,34,no_index,4403.7464461175605
x,no_index,10,3,12,no_index,2192.7804383819903
x,no_index,10,3,17,no_index,2192.780438382001
x,no_index,10,3,26,no_index,885.133021681484
x,no_index,15,3,45,no_index,4115.657975020969
x,no_index,16,3,35,no_index,4407.544235548293
x,no_index,19,3,9,no_index,7922.522275292453
x,no_index,21,3,40,no_index,5468.544235548296
x,no_index,25,3,38,no_index,4473.265923218447
x,no_index,26,3,30,no_index,2463.797789430735
x,no_index,29,3,37,no_index,1806.362027127203
x,no_index,29,3,39,no_index,3041.233551734267
x,no_index,29,3,41,no_index,4115.657975020969
x,no_index,30,3,46,no_index,8022.797789430735
x,no_index,32,3,28,no_index,11685.0
x,no_index,35,3,11,no_index,4511.933489159253
x,no_index,36,3,43,no_index,2530.8671930500823
x,no_index,36,3,50,no_index,6499.132806949918
x,no_index,48,3,29,no_index,1601.1477059401786
x,no_index,49,3,31,no_index,4403.7464461175605
x,no_index,50,3,27,no_index,2463.797789430735
x,no_index,50,3,36,no_index,5468.544235548296
x,no_index,50,3,44,no_index,4115.657975020969
x,no_index,1,4,43,no_index,4115.65797502097
x,no_index,1,4,46,no_index,1900.5059457549503
x,no_index,1,4,48,no_index,6122.291843675785
x,no_index,7,4,13,no_index,4511.933489159253
x,no_index,14,4,7,no_index,2515.37380415227
x,no_index,14,4,10,no_index,5513.148471140183
x,no_index,14,4,15,no_index,3286.0983407980166
x,no_index,14,4,16,no_index,4511.933489159263
x,no_index,16,4,6,no_index,8028.522275292454
x,no_index,22,4,40,no_index,5468.544235548296
x,no_index,22,4,42,no_index,1884.632221080241
x,no_index,22,4,45,no_index,2231.0257539407285
x,no_index,34,4,30,no_index,6229.709318334144
x,no_index,34,4,31,no_index,4403.7464461175605
x,no_index,34,4,37,no_index,5468.544235548296
x,no_index,39,4,44,no_index,2643.40442113853
x,no_index,42,4,17,no_index,2423.2428601627653
x,no_index,43,4,14,no_index,2276.5148875731247
x,no_index,45,4,5,no_index,1786.5442355482935
x,no_index,45,4,12,no_index,4511.9334891592525
x,no_index,3,5,14,no_index,4511.933489159253
x,no_index,9,5,17,no_index,3612.973984684885
x,no_index,12,5,34,no_index,4151.241539057729
x,no_index,13,5,36,no_index,2413.615350982063
x,no_index,13,5,38,no_index,3054.928884566233
x,no_index,16,5,13,no_index,4511.933489159253
x,no_index,25,5,11,no_index,4511.933489159253
x,no_index,26,5,16,no_index,5271.194106309993
x,no_index,27,5,19,no_index,4511.933489159263
x,no_index,28,5,18,no_index,9729.268721410011
x,no_index,38,5,35,no_index,4627.342024979031
x,no_index,40,5,10,no_index,8028.522275292454
x,no_index,46,5,41,no_index,2965.202210569265
x,no_index,46,5,50,no_index,8022.797789430735
x,no_index,47,5,20,no_index,4511.933489159263
x,no_index,47,5,22,no_index,7262.268721410002
x,no_index,47,5,26,no_index,2463.797789430735
x,no_index,48,5,31,no_index,4164.295345524955
x,no_index,4,6,39,no_index,5468.544235548296
x,no_index,9,6,10,no_index,8028.522275292454
x,no_index,10,6,12,no_index,2319.153050777263
