variable_name,i,j,l,s,t,value
x,no_index,4,1,49,no_index,4182.550382738388
x,no_index,6,1,10,no_index,3782.783791273656
x,no_index,6,1,12,no_index,2237.604593324344
x,no_index,6,1,14,no_index,2237.604593324344
x,no_index,6,1,16,no_index,1030.3803875144602
x,no_index,6,1,20,no_index,2237.604593324344
x,no_index,6,1,21,no_index,2511.022041238852
x,no_index,7,1,30,no_index,4107.905970349695
x,no_index,10,1,9,no_index,3782.783791273656
x,no_index,14,1,24,no_index,4460.492490419405
x,no_index,25,1,23,no_index,4460.492490419405
x,no_index,26,1,25,no_index,2402.230832277677
x,no_index,27,1,27,no_index,6544.492490419397
x,no_index,28,1,26,no_index,6349.663372100822
x,no_index,29,1,17,no_index,3267.984980838804
x,no_index,33,1,11,no_index,3807.103968253968
x,no_index,33,1,13,no_index,1872.634769214843
x,no_index,34,1,29,no_index,6544.492490419397
x,no_index,34,1,31,no_index,2357.536455740098
x,no_index,35,1,18,no_index,2382.5130408659934
x,no_index,35,1,19,no_index,887.4719399728114
x,no_index,35,1,28,no_index,6544.492490419397
x,no_index,38,1,32,no_index,2198.53645574009
x,no_index,42,1,22,no_index,4460.492490419405
x,no_index,44,1,50,no_index,4182.550382738383
x,no_index,46,1,40,no_index,6805.449617261611
x,no_index,46,1,46,no_index,4182.550382738389
x,no_index,48,1,33,no_index,1736.4738055259131
x,no_index,48,1,34,no_index,462.0626502141768
x,no_index,48,1,39,no_index,6948.540648132476
x,no_index,1,2,45,no_index,7623.478563421107
x,no_index,1,2,46,no_index,4182.550382738388
x,no_index,4,2,35,no_index,2198.5364557400853
x,no_index,7,2,12,no_index,6390.030038322392
x,no_index,7,2,16,no_index,3267.9849808388044
x,no_index,7,2,24,no_index,4460.492490419405
x,no_index,9,2,1,no_index,0.2011895651477581
x,no_index,9,2,6,no_index,3782.783791273656
x,no_index,12,2,7,no_index,3782.783791273661
x,no_index,14,2,8,no_index,2636.4458947502903
x,no_index,14,2,10,no_index,1708.046595669109
x,no_index,14,2,11,no_index,6390.030038322392
x,no_index,14,2,17,no_index,3267.9849808388044
x,no_index,15,2,44,no_index,5556.042887302502
x,no_index,19,2,15,no_index,6390.030038322392
x,no_index,21,2,13,no_index,4270.537000060742
x,no_index,21,2,29,no_index,2369.664733825057
x,no_index,21,2,31,no_index,2198.53645574009
x,no_index,22,2,50,no_index,4182.550382738388
x,no_index,23,2,21,no_index,4460.492490419405
x,no_index,26,2,18,no_index,3267.9849808388044
x,no_index,26,2,25,no_index,2058.261658141728
x,no_index,26,2,27,no_index,4269.986073001702
x,no_index,26,2,32,no_index,2198.53645574009
x,no_index,28,2,19,no_index,3267.9849808388044
x,no_index,28,2,22,no_index,4460.492490419405
x,no_index,31,2,28,no_index,6544.492490419396
x,no_index,35,2,14,no_index,6390.030038322392
x,no_index,37,2,30,no_index,4961.216208726344
x,no_index,43,2,34,no_index,2198.53645574009
x,no_index,43,2,43,no_index,7082.379791866184
x,no_index,44,2,38,no_index,7199.971053840505
x,no_index,44,2,41,no_index,7900.478563421107
x,no_index,47,2,23,no_index,4460.492490419405
x,no_index,49,2,47,no_index,4844.013926998298
x,no_index,1,3,36,no_index,7199.971053840505
x,no_index,2,3,18,no_index,3267.9849808388044
x,no_index,4,3,38,no_index,2016.631747267708
x,no_index,4,3,39,no_index,3201.802850832712
x,no_index,4,3,42,no_index,7900.478563421107
x,no_index,5,3,47,no_index,1862.957465598844
x,no_index,5,3,49,no_index,2319.592917139545
x,no_index,11,3,44,no_index,7769.449617261615
x,no_index,11,3,46,no_index,4182.5503827383845
x,no_index,12,3,31,no_index,1333.846398031482
x,no_index,12,3,34,no_index,864.6900577086078
x,no_index,17,3,17,no_index,3267.9849808388044
x,no_index,17,3,22,no_index,4460.492490419405
x,no_index,20,3,25,no_index,4460.492490419405
x,no_index,21,3,8,no_index,3782.783791273656
x,no_index,21,3,15,no_index,2119.4930382616512
x,no_index,21,3,16,no_index,3267.9849808388044
x,no_index,22,3,40,no_index,7199.971053840505
x,no_index,22,3,41,no_index,6224.478563421107
x,no_index,23,3,7,no_index,3782.783791273656
x,no_index,23,3,28,no_index,6544.492490419397
x,no_index,24,3,37,no_index,7199.971053840505
x,no_index,25,3,14,no_index,6390.030038322392
x,no_index,31,3,35,no_index,2198.5364557400994
x,no_index,32,3,24,no_index,4460.492490419405
x,no_index,33,3,19,no_index,3267.984980838802
x,no_index,33,3,23,no_index,4460.492490419405
x,no_index,35,3,21,no_index,4460.492490419406
x,no_index,37,3,6,no_index,3782.783791273656
x,no_index,41,3,29,no_index,5524.971053840505
x,no_index,42,3,30,no_index,6544.492490419397
x,no_index,45,3,9,no_index,3782.783791273656
x,no_index,45,3,11,no_index,6390.030038322392
x,no_index,49,3,43,no_index,7900.478563421107
x,no_index,3,4,2,no_index,0.2011895651477581
x,no_index,3,4,6,no_index,3782.783791273656
x,no_index,3,4,14,no_index,4487.0150191611965
x,no_index,5,4,43,no_index,1724.3325260206718
x,no_index,5,4,45,no_index,5289.11709124094
x,no_index,8,4,13,no_index,6390.030038322392
x,no_index,8,4,17,no_index,3267.9849808388044
x,no_index,8,4,22,no_index,4460.492490419405
x,no_index,8,4,29,no_index,4625.4924904194
x,no_index,17,4,10,no_index,3782.783791273656
x,no_index,17,4,12,no_index,3364.738737468136
x,no_index,18,4,31,no_index,2198.53645574009
x,no_index,18,4,40,no_index,7199.971053840505
x,no_index,18,4,42,no_index,7898.492490419405
