variable_name,i,j,l,s,t,value
x,no_index,3,1,2,no_index,8270.0
x,no_index,27,1,11,no_index,18330.21589774364
x,no_index,46,1,41,no_index,2443.1023869801247
x,no_index,47,1,16,no_index,1453.684637499671
x,no_index,47,1,20,no_index,5634.2800303378535
x,no_index,47,1,28,no_index,7150.035332162475
x,no_index,48,1,31,no_index,1736.4738055259131
x,no_index,1,2,45,no_index,19006.0
x,no_index,4,2,42,no_index,19500.0
x,no_index,5,2,50,no_index,11196.0
x,no_index,10,2,20,no_index,9909.0
x,no_index,12,2,17,no_index,13851.0
x,no_index,13,2,19,no_index,12663.0
x,no_index,25,2,13,no_index,2400.8278967064894
x,no_index,25,2,15,no_index,11674.200714188562
x,no_index,26,2,27,no_index,2058.2616581417237
x,no_index,26,2,28,no_index,10080.47668371656
x,no_index,26,2,31,no_index,2058.2616581417287
x,no_index,28,2,25,no_index,16705.0
x,no_index,30,2,46,no_index,17475.0
x,no_index,36,2,47,no_index,2345.8073856812334
x,no_index,36,2,49,no_index,6684.192614318767
x,no_index,37,2,18,no_index,8744.0
x,no_index,38,2,44,no_index,8743.0
x,no_index,39,2,21,no_index,2182.0034231515183
x,no_index,43,2,29,no_index,2198.536455740068
x,no_index,43,2,30,no_index,16264.463544259945
x,no_index,44,2,36,no_index,1964.7020779618256
x,no_index,44,2,37,no_index,17318.297922038182
x,no_index,45,2,10,no_index,14327.0
x,no_index,48,2,23,no_index,1396.0127129865705
x,no_index,48,2,24,no_index,9497.51348148753
x,no_index,9,3,5,no_index,13441.0
x,no_index,14,3,6,no_index,1782.762336491065
x,no_index,14,3,8,no_index,16680.237663508935
x,no_index,42,3,16,no_index,1720.4468240496808
x,no_index,42,3,21,no_index,15121.55317595033
x,no_index,49,3,31,no_index,16599.55246538492
x,no_index,49,3,49,no_index,5543.447534615079
x,no_index,20,4,30,no_index,11913.0
x,no_index,23,4,1,no_index,21178.0
x,no_index,24,4,43,no_index,13859.0
x,no_index,27,4,31,no_index,2332.784102256373
x,no_index,46,4,32,no_index,1476.9519595587249
x,no_index,46,4,40,no_index,5590.993693902432
x,no_index,46,4,46,no_index,1476.9519595587244
x,no_index,2,5,18,no_index,2542.04669547674
x,no_index,2,5,30,no_index,10022.95330452326
x,no_index,8,5,22,no_index,1638.963577855718
x,no_index,8,5,24,no_index,17105.036422144283
x,no_index,11,5,36,no_index,2337.914492497821
x,no_index,11,5,48,no_index,9614.08550750218
x,no_index,16,5,8,no_index,1429.0284716690612
x,no_index,16,5,11,no_index,15518.971528330938
x,no_index,17,5,6,no_index,14876.0
x,no_index,18,5,31,no_index,17297.0
x,no_index,19,5,25,no_index,2393.486690353406
x,no_index,19,5,32,no_index,11827.513309646609
x,no_index,21,5,20,no_index,2560.0442224744493
x,no_index,21,5,21,no_index,10869.827016308567
x,no_index,21,5,26,no_index,2560.0442224744493
x,no_index,29,5,19,no_index,2057.0985073224133
x,no_index,29,5,28,no_index,11309.901492677593
x,no_index,32,5,27,no_index,1435.8127675614087
x,no_index,41,5,33,no_index,12184.0
x,no_index,50,5,29,no_index,12048.0
x,no_index,6,6,6,no_index,14037.0
x,no_index,7,6,32,no_index,20446.0
x,no_index,15,6,39,no_index,1643.3063504446875
x,no_index,15,6,40,no_index,7430.693649555318
x,no_index,21,6,26,no_index,2019.0845387425325
x,no_index,22,6,41,no_index,17607.0
x,no_index,25,6,36,no_index,1431.9713891049578
x,no_index,31,6,27,no_index,15943.0
x,no_index,32,6,16,no_index,2650.877342312908
x,no_index,32,6,19,no_index,2650.877342312908
x,no_index,32,6,20,no_index,4947.432547812776
x,no_index,33,6,8,no_index,1922.4972720989845
x,no_index,33,6,10,no_index,15268.502727901016
x,no_index,34,6,38,no_index,16102.0
x,no_index,35,6,17,no_index,20665.0
x,no_index,39,6,33,no_index,2599.032699485735
x,no_index,39,6,42,no_index,2599.0326994857346
x,no_index,39,6,46,no_index,5749.931177877012
x,no_index,40,6,35,no_index,16446.0
y,no_index,3,1,1,no_index,1.0
y,no_index,3,1,2,no_index,1.0
y,no_index,3,1,3,no_index,1.0
y,no_index,3,1,4,no_index,1.0
y,no_index,3,1,5,no_index,1.0
y,no_index,3,1,6,no_index,1.0
y,no_index,3,1,7,no_index,1.0
y,no_index,3,1,8,no_index,1.0
y,no_index,3,1,9,no_index,1.0
y,no_index,3,1,10,no_index,1.0
y,no_index,27,1,11,no_index,1.0
y,no_index,27,1,12,no_index,1.0
y,no_index,27,1,13,no_index,1.0
y,no_index,27,1,14,no_index,1.0
y,no_index,27,1,15,no_index,1.0
y,no_index,46,1,41,no_index,1.0
y,no_index,46,1,42,no_index,1.0
y,no_index,46,1,43,no_index,1.0
y,no_index,46,1,44,no_index,1.0
y,no_index,46,1,45,no_index,1.0
y,no_index,46,1,46,no_index,1.0
y,no_index,46,1,47,no_index,1.0
y,no_index,46,1,48,no_index,1.0
y,no_index,46,1,49,no_index,1.0
y,no_index,46,1,50,no_index,1.0
y,no_index,47,1,16,no_index,1.0
y,no_index,47,1,17,no_index,1.0
y,no_index,47,1,18,no_index,1.0
y,no_index,47,1,19,no_index,1.0
y,no_index,47,1,20,no_index,1.0
y,no_index,47,1,21,no_index,1.0
y,no_index,47,1,22,no_index,1.0
y,no_index,47,1,23,no_index,1.0
y,no_index,47,1,24,no_index,1.0
y,no_index,47,1,25,no_index,1.0
y,no_index,47,1,26,no_index,1.0
y,no_index,47,1,27,no_index,1.0
y,no_index,47,1,28,no_index,1.0
y,no_index,47,1,29,no_index,1.0
y,no_index,47,1,30,no_index,1.0
y,no_index,48,1,31,no_index,1.0
y,no_index,48,1,32,no_index,1.0
y,no_index,48,1,33,no_index,1.0
y,no_index,48,1,34,no_index,1.0
y,no_index,48,1,35,no_index,1.0
y,no_index,48,1,36,no_index,1.0
y,no_index,48,1,37,no_index,1.0
y,no_index,48,1,38,no_index,1.0
y,no_index,48,1,39,no_index,1.0
y,no_index,48,1,40,no_index,1.0
y,no_index,1,2,45,no_index,1.0
y,no_index,4,2,42,no_index,1.0
y,no_index,4,2,43,no_index,1.0
y,no_index,5,2,50,no_index,1.0
y,no_index,10,2,20,no_index,1.0
y,no_index,12,2,17,no_index,1.0
y,no_index,13,2,19,no_index,1.0
y,no_index,25,2,13,no_index,1.0
y,no_index,25,2,14,no_index,1.0
y,no_index,25,2,15,no_index,1.0
